qb,t5,gpt2,mistralprompt,phiprompt,phifinetune,context + qb,context + t5,context + gpt2,context + mistralprompt,context + phiprompt,context + phifinetune
0.5361,0.42563,0.40495,0.11279,0.73152,0.74888,0.25345,0.57353,0.54416,0.1238,0.33662,0.88981
0.53399,0.42104,0.40105,0.10926,0.7109,0.7356,0.25339,0.57021,0.54002,0.11932,0.31221,0.88255
0.53067,0.41667,0.39835,0.10628,0.71133,0.72095,0.25333,0.56713,0.53619,0.1155,0.2988,0.87513
0.53305,0.41368,0.39563,0.10401,0.68445,0.70772,0.25328,0.56391,0.53162,0.11196,0.28969,0.86687
0.53376,0.40937,0.39274,0.10138,0.65715,0.69607,0.25322,0.56063,0.52787,0.10817,0.27577,0.85904
0.53006,0.40519,0.39008,0.09916,0.63756,0.68324,0.25324,0.55734,0.52467,0.10441,0.25879,0.84972
0.52719,0.40297,0.38695,0.09708,0.62531,0.66944,0.25324,0.55397,0.52143,0.10145,0.23917,0.84152
0.52406,0.4012,0.38399,0.09507,0.60968,0.65941,0.25323,0.55081,0.51768,0.09849,0.23663,0.83344
0.52134,0.39701,0.38061,0.09317,0.59432,0.64924,0.25322,0.54784,0.51421,0.09609,0.23674,0.82447
0.52165,0.39359,0.37742,0.0915,0.58244,0.63919,0.25323,0.54471,0.51074,0.09364,0.23512,0.81597
0.52032,0.39202,0.37478,0.08982,0.56772,0.62953,0.25324,0.54143,0.50745,0.09111,0.23711,0.80677
0.51858,0.39025,0.37232,0.08834,0.55656,0.62071,0.25324,0.53882,0.50445,0.08925,0.2258,0.79863
0.51678,0.38909,0.36948,0.08703,0.5416,0.61251,0.25323,0.5359,0.50144,0.08733,0.22283,0.78926
0.51496,0.38696,0.36698,0.08607,0.5278,0.60388,0.25323,0.53321,0.49906,0.08555,0.21933,0.78076
0.51168,0.38459,0.36476,0.08516,0.51256,0.59501,0.25323,0.53081,0.49603,0.08415,0.21756,0.77224
0.50859,0.38385,0.36227,0.08416,0.5022,0.58675,0.25324,0.528,0.49327,0.08254,0.21807,0.76335
0.50521,0.38303,0.36015,0.08325,0.48887,0.57884,0.25325,0.52518,0.4908,0.08107,0.22054,0.75532
0.50221,0.38241,0.35859,0.08236,0.47707,0.5707,0.25325,0.52257,0.48811,0.07974,0.21912,0.74673
0.5,0.3812,0.35694,0.08149,0.46376,0.56307,0.25325,0.52024,0.48622,0.07861,0.21941,0.73783
0.49845,0.38018,0.3553,0.08083,0.45271,0.55502,0.25325,0.51857,0.48375,0.07741,0.22138,0.73003
0.49569,0.37958,0.35398,0.08015,0.44265,0.5485,0.25325,0.51668,0.48155,0.07616,0.22176,0.72192
0.49271,0.37947,0.35248,0.07953,0.43285,0.54163,0.25326,0.5151,0.4796,0.07523,0.22274,0.71323
0.49038,0.37852,0.35089,0.07905,0.42335,0.53498,0.25326,0.51353,0.47741,0.0743,0.22285,0.70509
0.48748,0.37768,0.34968,0.07852,0.41295,0.52798,0.25326,0.51171,0.4756,0.07347,0.22313,0.6974
0.48548,0.37736,0.34861,0.07811,0.40263,0.52163,0.25326,0.51019,0.47402,0.07293,0.22668,0.68952
0.4816,0.37702,0.34737,0.07777,0.39303,0.51478,0.25326,0.50867,0.47231,0.07217,0.22833,0.6819
0.48049,0.37648,0.34632,0.07734,0.38401,0.50893,0.25326,0.50673,0.47063,0.07163,0.23093,0.67393
0.47926,0.37598,0.34529,0.077,0.37539,0.50253,0.25326,0.50503,0.46886,0.07064,0.23444,0.66629
0.47852,0.37602,0.34431,0.0767,0.36723,0.49746,0.25326,0.50338,0.46743,0.07034,0.2367,0.65885
0.47756,0.37526,0.34343,0.07641,0.359,0.49271,0.25326,0.50175,0.46613,0.06983,0.24008,0.65118
0.47675,0.37483,0.34263,0.07626,0.35211,0.48783,0.25326,0.49986,0.46511,0.0694,0.24274,0.6438
0.47619,0.37441,0.34173,0.07603,0.34541,0.47945,0.25326,0.49816,0.46375,0.06897,0.24465,0.63694
0.47609,0.37334,0.3408,0.07576,0.34034,0.47421,0.25326,0.49677,0.46211,0.06861,0.24692,0.62926
0.47594,0.37241,0.34008,0.07566,0.33519,0.46879,0.25326,0.49529,0.46055,0.06832,0.24934,0.6227
0.47559,0.37126,0.33939,0.07555,0.33,0.46382,0.25326,0.49367,0.45921,0.06805,0.2507,0.61545
0.47491,0.3702,0.33866,0.07539,0.32569,0.4598,0.25326,0.49216,0.45776,0.06787,0.25278,0.60859
0.47451,0.36881,0.33752,0.07522,0.32064,0.45498,0.25326,0.49057,0.45626,0.06761,0.25415,0.60221
0.47419,0.36722,0.33694,0.07509,0.3157,0.45089,0.25326,0.48869,0.45473,0.06745,0.25616,0.59593
0.47401,0.36548,0.33636,0.07508,0.31121,0.44634,0.25326,0.48671,0.45307,0.06731,0.25788,0.58982
0.47388,0.36358,0.33571,0.07494,0.30707,0.44226,0.25326,0.485,0.45172,0.06715,0.25911,0.58329
0.47386,0.36189,0.33518,0.07489,0.30258,0.43811,0.25326,0.48313,0.45037,0.06694,0.25964,0.57777
0.47383,0.36046,0.33463,0.07476,0.29875,0.43372,0.25326,0.48139,0.44875,0.06687,0.25945,0.57133
0.47355,0.35777,0.33409,0.0747,0.29574,0.42976,0.25326,0.4797,0.44741,0.06685,0.26036,0.56592
0.47349,0.35584,0.33358,0.0747,0.29158,0.42563,0.25326,0.478,0.44566,0.06685,0.26111,0.56057
0.47364,0.35325,0.33299,0.07468,0.28727,0.42175,0.25326,0.47605,0.44405,0.06687,0.26204,0.55556
0.47376,0.35157,0.33254,0.07472,0.28448,0.41879,0.25326,0.47393,0.44235,0.06694,0.26278,0.55068
0.47388,0.34914,0.33213,0.07472,0.28165,0.41569,0.25326,0.47173,0.44056,0.06695,0.26322,0.54575
0.47405,0.34654,0.33174,0.07472,0.27893,0.41253,0.25326,0.46945,0.43848,0.06695,0.26325,0.54121
0.4741,0.34409,0.33133,0.07463,0.27597,0.40968,0.25326,0.46721,0.43631,0.06691,0.26333,0.5364
0.47429,0.34148,0.33097,0.07474,0.27306,0.40638,0.25326,0.46466,0.43433,0.06698,0.26434,0.53169
0.47438,0.3389,0.33061,0.07468,0.26988,0.40355,0.25326,0.46201,0.43233,0.06709,0.26532,0.52703
0.47447,0.33608,0.33016,0.07466,0.26712,0.40084,0.25326,0.45951,0.4303,0.06715,0.26678,0.5229
0.47408,0.33267,0.32972,0.07468,0.2655,0.39786,0.25326,0.45691,0.42832,0.06725,0.26813,0.51869
0.47403,0.32905,0.32935,0.07474,0.26328,0.39534,0.25326,0.45375,0.42634,0.06739,0.26907,0.51379
0.47406,0.32576,0.3291,0.07478,0.26121,0.39236,0.25326,0.45066,0.4241,0.06747,0.27019,0.50893
0.47413,0.3222,0.32881,0.07483,0.26012,0.38915,0.25326,0.44742,0.422,0.06756,0.27086,0.50513
0.47419,0.31886,0.32854,0.0751,0.25798,0.38667,0.25326,0.44437,0.4199,0.06762,0.27259,0.50162
0.47422,0.31566,0.32822,0.0751,0.25624,0.38429,0.25326,0.4412,0.41753,0.06776,0.2731,0.49811
0.47404,0.31209,0.32809,0.07514,0.25463,0.38186,0.25326,0.43779,0.41511,0.06782,0.27418,0.49477
0.4743,0.30833,0.32775,0.07507,0.25323,0.37966,0.25326,0.43443,0.41265,0.06791,0.27409,0.49144
0.47437,0.30505,0.32728,0.07512,0.25166,0.37756,0.25326,0.43104,0.41051,0.06792,0.27436,0.48817
0.47417,0.30158,0.32689,0.07511,0.2507,0.37562,0.25326,0.42756,0.40823,0.06812,0.27483,0.4851
0.47423,0.29845,0.32664,0.07513,0.24934,0.37336,0.25326,0.42414,0.40566,0.06834,0.27513,0.48209
0.47425,0.29527,0.3263,0.07514,0.24865,0.37143,0.25326,0.42053,0.40349,0.06849,0.27535,0.47922
0.47409,0.29223,0.32597,0.07519,0.24762,0.36949,0.25326,0.41697,0.40121,0.06857,0.27513,0.4764
0.47419,0.28943,0.32561,0.07516,0.24652,0.36758,0.25326,0.41375,0.39918,0.06864,0.27457,0.47349
0.47388,0.28641,0.3252,0.07514,0.24579,0.36579,0.25326,0.41019,0.39686,0.06872,0.27459,0.47083
0.47397,0.2836,0.3249,0.07525,0.24475,0.364,0.25326,0.40686,0.39454,0.06887,0.27451,0.46818
0.47398,0.28097,0.32449,0.07527,0.2437,0.36203,0.25326,0.40354,0.39249,0.06895,0.27516,0.46582
0.47397,0.27821,0.32424,0.07529,0.24303,0.36037,0.25326,0.40012,0.39038,0.06906,0.27487,0.4634
0.474,0.27541,0.32393,0.07523,0.24165,0.35882,0.25326,0.39711,0.38835,0.06912,0.27443,0.46102
0.47391,0.27273,0.32351,0.07524,0.2401,0.35723,0.25326,0.39408,0.38596,0.06923,0.27385,0.45852
0.47394,0.27058,0.32309,0.07528,0.23911,0.35569,0.25326,0.39113,0.38392,0.06934,0.27322,0.45637
0.47388,0.26842,0.32272,0.07528,0.2381,0.35413,0.25326,0.38817,0.382,0.06941,0.27265,0.45426
0.4738,0.26623,0.32217,0.07527,0.23663,0.35258,0.25326,0.3853,0.38,0.06952,0.27249,0.45228
0.47367,0.26402,0.32174,0.07528,0.23545,0.3512,0.25326,0.38244,0.37807,0.06958,0.2717,0.45028
0.47363,0.26219,0.32136,0.07529,0.23461,0.34993,0.25326,0.37999,0.37626,0.06968,0.27169,0.44835
0.47368,0.26046,0.3209,0.07525,0.23358,0.34869,0.25326,0.37762,0.37438,0.06977,0.27199,0.44654
0.47371,0.25878,0.32042,0.07526,0.23252,0.3475,0.25326,0.37538,0.37257,0.06987,0.27194,0.44471
0.47388,0.25744,0.31997,0.07527,0.23147,0.34581,0.25326,0.37319,0.37097,0.06996,0.2722,0.4431
0.47387,0.25614,0.31948,0.07527,0.23018,0.3447,0.25326,0.37099,0.3694,0.07004,0.27253,0.44147
0.4738,0.255,0.31881,0.07526,0.22925,0.34356,0.25326,0.36892,0.36785,0.07008,0.27261,0.43994
0.47385,0.25403,0.31823,0.07528,0.22849,0.3425,0.25326,0.36712,0.36654,0.07013,0.27317,0.4384
0.47385,0.25314,0.31739,0.07527,0.22776,0.34147,0.25326,0.3653,0.36508,0.07017,0.27415,0.43677
0.47385,0.25211,0.31662,0.07522,0.22711,0.34041,0.25326,0.3639,0.36401,0.07021,0.27483,0.43536
0.47387,0.25128,0.31589,0.07525,0.22679,0.3394,0.25326,0.3624,0.36283,0.07025,0.27546,0.43395
0.47394,0.25068,0.31527,0.07524,0.22665,0.33846,0.25326,0.36112,0.36178,0.07028,0.2763,0.43263
0.47394,0.25006,0.31444,0.07526,0.22658,0.33754,0.25326,0.36002,0.36068,0.0703,0.27838,0.43139
0.47396,0.24945,0.31363,0.07526,0.22753,0.33674,0.25326,0.35895,0.35954,0.07035,0.28051,0.43013
0.47397,0.24894,0.3126,0.07529,0.228,0.33591,0.25326,0.35807,0.35866,0.07038,0.28215,0.42893
0.47402,0.24856,0.31174,0.07529,0.22911,0.33516,0.25326,0.35722,0.35772,0.0704,0.28433,0.42765
0.47405,0.24823,0.31071,0.07527,0.23083,0.33445,0.25326,0.35655,0.35673,0.07045,0.28648,0.42656
0.47414,0.24796,0.30953,0.07525,0.23351,0.3337,0.25326,0.35595,0.35597,0.07049,0.28808,0.42547
0.47413,0.24768,0.30854,0.07524,0.23613,0.333,0.25326,0.35544,0.35526,0.07053,0.29038,0.42445
0.47411,0.24752,0.30737,0.07522,0.23976,0.33238,0.25326,0.35499,0.35433,0.07054,0.29085,0.42356
0.47412,0.24737,0.30596,0.07521,0.24445,0.33172,0.25326,0.35465,0.35373,0.07056,0.2936,0.42261
0.47413,0.24726,0.30483,0.07522,0.24765,0.33112,0.25326,0.35438,0.35313,0.07057,0.29567,0.42174
0.47412,0.24714,0.30345,0.07521,0.25154,0.33057,0.25326,0.35432,0.35246,0.07057,0.29732,0.42092
0.47413,0.24713,0.30195,0.0752,0.25659,0.32996,0.25326,0.3543,0.35196,0.07058,0.29776,0.42016
0.47415,0.24714,0.30058,0.0752,0.26039,0.32941,0.25326,0.35428,0.35149,0.07059,0.29931,0.41944
0.47414,0.24729,0.29924,0.07519,0.26459,0.32892,0.25326,0.35432,0.35104,0.0706,0.29841,0.4187
0.47415,0.24734,0.29792,0.07519,0.26829,0.32841,0.25326,0.35444,0.35058,0.07062,0.29867,0.41798
0.4742,0.2474,0.29644,0.0752,0.27374,0.32795,0.25326,0.35467,0.35018,0.07062,0.29843,0.41734
0.47421,0.24753,0.295,0.07519,0.2759,0.32751,0.25326,0.35485,0.34988,0.07063,0.29905,0.41651
0.47427,0.24764,0.29358,0.0752,0.27704,0.32705,0.25326,0.35515,0.34967,0.07063,0.2997,0.41593
0.47426,0.24772,0.29242,0.07521,0.27701,0.32667,0.25326,0.35544,0.34939,0.07064,0.30016,0.41541
0.47426,0.24778,0.29126,0.07521,0.28021,0.32633,0.25326,0.35565,0.34926,0.07064,0.30093,0.4149
0.47427,0.24793,0.29002,0.07522,0.28111,0.32597,0.25326,0.35614,0.34897,0.07065,0.30119,0.41445
0.47433,0.24803,0.28886,0.07522,0.28046,0.32566,0.25326,0.35641,0.34879,0.07066,0.30258,0.414
0.47433,0.24823,0.28766,0.07522,0.28023,0.32541,0.25326,0.35679,0.34871,0.07065,0.3026,0.41339
0.47434,0.24837,0.28655,0.07523,0.27965,0.32512,0.25326,0.35717,0.34856,0.07066,0.30324,0.413
0.47436,0.24851,0.2855,0.07523,0.27856,0.32482,0.25326,0.35767,0.34844,0.07066,0.30356,0.41255
0.47437,0.24876,0.2844,0.07523,0.27716,0.32457,0.25326,0.35818,0.34833,0.07066,0.30384,0.41213
0.47437,0.24891,0.28335,0.07524,0.27595,0.32433,0.25326,0.35872,0.3482,0.07067,0.30473,0.41176
0.47438,0.24906,0.28261,0.07525,0.27479,0.32403,0.25326,0.35943,0.34819,0.07067,0.30487,0.4114
0.47439,0.2492,0.28166,0.07524,0.27318,0.32385,0.25326,0.36005,0.34815,0.07068,0.30598,0.41097
0.4744,0.24935,0.28098,0.07524,0.27187,0.32363,0.25326,0.36066,0.34814,0.07068,0.30619,0.41071
0.4744,0.24945,0.28037,0.07524,0.26973,0.32344,0.25326,0.36133,0.34808,0.07068,0.30621,0.41043
0.47441,0.24958,0.27971,0.07524,0.26789,0.32327,0.25326,0.362,0.34809,0.07068,0.30616,0.41019
0.47441,0.24974,0.27907,0.07524,0.26567,0.32312,0.25326,0.36257,0.34825,0.07068,0.30534,0.40996
0.47441,0.24987,0.27857,0.07523,0.26377,0.32298,0.25326,0.36324,0.34837,0.07068,0.30399,0.40973
0.47441,0.25001,0.27805,0.07523,0.26196,0.32283,0.25326,0.36398,0.34848,0.07068,0.30284,0.40955
0.47442,0.25015,0.2775,0.07524,0.25997,0.32271,0.25326,0.36468,0.34855,0.07068,0.30132,0.40932
0.47442,0.25024,0.27731,0.07524,0.25806,0.3226,0.25326,0.36539,0.34868,0.07068,0.30011,0.40914
0.47443,0.25036,0.27694,0.07524,0.25615,0.32251,0.25326,0.36611,0.34884,0.07069,0.29874,0.409
0.47444,0.25046,0.2766,0.07524,0.25403,0.32237,0.25326,0.36675,0.34893,0.07069,0.29731,0.40886
0.47446,0.25058,0.27654,0.07523,0.25209,0.32228,0.25326,0.36749,0.34913,0.07069,0.29608,0.40871
0.47446,0.25069,0.27625,0.07523,0.25051,0.32217,0.25326,0.36816,0.34932,0.07069,0.29485,0.40856
0.47447,0.25081,0.27628,0.07523,0.24876,0.3221,0.25326,0.36895,0.34942,0.07069,0.29295,0.40846
0.47447,0.25086,0.27602,0.07523,0.24712,0.32203,0.25326,0.36975,0.34961,0.07069,0.2911,0.40832
0.47448,0.25096,0.27586,0.07523,0.24526,0.32196,0.25326,0.37048,0.34973,0.07069,0.28948,0.40822
0.47449,0.25105,0.2757,0.07523,0.24365,0.3219,0.25326,0.3712,0.3499,0.07069,0.28823,0.40812
0.47449,0.25113,0.27541,0.07523,0.24239,0.32184,0.25326,0.37211,0.3501,0.07069,0.28691,0.40804
0.47449,0.25121,0.27527,0.07523,0.24066,0.32181,0.25326,0.37289,0.35031,0.07068,0.28333,0.40791
0.4745,0.25127,0.27527,0.07523,0.23922,0.32176,0.25326,0.37379,0.35059,0.07068,0.28232,0.40777
0.4745,0.25133,0.2751,0.07523,0.23778,0.32169,0.25326,0.37466,0.35083,0.07069,0.28118,0.40772
0.4745,0.25143,0.27513,0.07523,0.23654,0.32164,0.25326,0.37542,0.3511,0.07069,0.28021,0.40766
0.47451,0.25151,0.2752,0.07523,0.2353,0.32159,0.25326,0.37623,0.35133,0.07069,0.27954,0.40762
0.47451,0.25158,0.27535,0.07523,0.23393,0.32156,0.25326,0.37708,0.35158,0.07069,0.27864,0.40757
0.47451,0.25162,0.27531,0.07523,0.2326,0.32152,0.25326,0.37795,0.35176,0.07069,0.27785,0.40752
0.47451,0.25169,0.27542,0.07523,0.23131,0.32149,0.25326,0.37873,0.35201,0.07069,0.27747,0.40747
0.47451,0.25176,0.27543,0.07523,0.23011,0.32147,0.25326,0.37956,0.35224,0.07069,0.27662,0.40743
0.47451,0.2518,0.27552,0.07523,0.22873,0.32144,0.25326,0.38046,0.35242,0.07069,0.27625,0.4074
0.47451,0.25186,0.27568,0.07523,0.22769,0.32142,0.25326,0.38132,0.35262,0.07069,0.27587,0.40739
0.47451,0.25191,0.27566,0.07523,0.22672,0.3214,0.25326,0.38219,0.35277,0.07069,0.2754,0.40731
0.47451,0.25197,0.27577,0.07523,0.22567,0.32135,0.25326,0.38299,0.35296,0.07069,0.27458,0.40727
0.47451,0.25202,0.27591,0.07523,0.22453,0.32134,0.25326,0.38382,0.35313,0.07069,0.27398,0.40725
0.47451,0.25207,0.27607,0.07523,0.2235,0.32133,0.25326,0.38463,0.35331,0.07069,0.27372,0.40723
0.47451,0.25212,0.27624,0.07523,0.22249,0.32131,0.25326,0.3854,0.35347,0.07069,0.27329,0.40721
0.47451,0.25216,0.27641,0.07523,0.22156,0.32131,0.25326,0.38619,0.35369,0.07069,0.27323,0.40719
0.47451,0.2522,0.27649,0.07523,0.22067,0.3213,0.25326,0.38697,0.3539,0.07069,0.27314,0.40717
0.47451,0.25227,0.27667,0.07523,0.21981,0.32128,0.25326,0.38773,0.35406,0.07069,0.27278,0.40716
0.47451,0.25228,0.27685,0.07523,0.21898,0.32127,0.25326,0.38847,0.35426,0.07069,0.27246,0.40714
0.47451,0.25232,0.27716,0.07523,0.21814,0.32127,0.25326,0.38922,0.35441,0.07069,0.2722,0.40714
0.47451,0.25236,0.27726,0.07523,0.21741,0.32126,0.25326,0.38992,0.35458,0.07069,0.27215,0.40712
0.47451,0.2524,0.27753,0.07523,0.21667,0.32125,0.25326,0.39066,0.35471,0.07069,0.27187,0.40711
0.47451,0.25245,0.27769,0.07523,0.2159,0.32125,0.25326,0.39132,0.35486,0.07069,0.27161,0.4071
0.47451,0.2525,0.27786,0.07523,0.21521,0.32125,0.25326,0.39204,0.355,0.07069,0.2712,0.40709
0.47451,0.25255,0.27805,0.07523,0.21463,0.32124,0.25326,0.39277,0.35516,0.07069,0.27081,0.40708
0.47451,0.2526,0.27819,0.07523,0.21403,0.32124,0.25326,0.39344,0.35529,0.07069,0.27063,0.40707
0.47451,0.25262,0.27837,0.07523,0.21349,0.32123,0.25326,0.39404,0.35542,0.07069,0.27037,0.40706
0.47451,0.25267,0.27856,0.07523,0.21288,0.32123,0.25326,0.3947,0.35557,0.07069,0.27011,0.40705
0.47451,0.25271,0.27868,0.07523,0.21234,0.32123,0.25326,0.39539,0.35565,0.07069,0.26976,0.40705
0.47451,0.25275,0.27881,0.07523,0.21184,0.32123,0.25326,0.39604,0.3558,0.07069,0.26914,0.40703
0.47451,0.25279,0.27892,0.07523,0.21132,0.32122,0.25326,0.39664,0.35595,0.07069,0.26894,0.40703
0.47451,0.25282,0.27903,0.07523,0.21091,0.32122,0.25326,0.39724,0.35603,0.07069,0.26878,0.40702
0.47451,0.25285,0.27914,0.07523,0.21047,0.32121,0.25326,0.39787,0.35607,0.07069,0.26806,0.40702
0.47451,0.25286,0.27925,0.07523,0.21005,0.32121,0.25326,0.39835,0.35613,0.07069,0.26785,0.40702
0.47451,0.25291,0.27946,0.07523,0.20969,0.32121,0.25326,0.3988,0.35626,0.07069,0.2674,0.40702
0.47451,0.25294,0.27959,0.07523,0.20923,0.32121,0.25326,0.39929,0.35636,0.07069,0.26718,0.40701
0.47451,0.25296,0.27959,0.07523,0.20888,0.32121,0.25326,0.39977,0.35641,0.07069,0.26654,0.40701
0.47451,0.25298,0.27964,0.07523,0.20852,0.32121,0.25326,0.4002,0.35648,0.07069,0.26618,0.40701
0.47451,0.253,0.27975,0.07523,0.2082,0.3212,0.25326,0.40063,0.35655,0.07069,0.26574,0.40701
0.47451,0.25302,0.27985,0.07523,0.20789,0.3212,0.25326,0.401,0.35666,0.07069,0.26531,0.40701
0.47451,0.25304,0.2799,0.07523,0.20757,0.3212,0.25326,0.40137,0.35673,0.07069,0.26518,0.407
0.47451,0.25307,0.27995,0.07523,0.20729,0.3212,0.25326,0.40172,0.35677,0.07069,0.26492,0.407
0.47451,0.25309,0.28,0.07523,0.20698,0.32119,0.25326,0.4021,0.35686,0.07069,0.26456,0.407
0.47451,0.25311,0.27997,0.07523,0.20674,0.32119,0.25326,0.40244,0.35689,0.07069,0.26427,0.407
0.47451,0.25313,0.28004,0.07523,0.20651,0.32119,0.25326,0.40278,0.35693,0.07069,0.26396,0.40699
0.47451,0.25315,0.28004,0.07523,0.20626,0.32119,0.25326,0.4031,0.35697,0.07069,0.26366,0.40699
0.47451,0.25316,0.28003,0.07523,0.20605,0.32118,0.25326,0.4034,0.35701,0.07069,0.26348,0.40699
0.47451,0.25318,0.28001,0.07523,0.20582,0.32118,0.25326,0.40371,0.35704,0.07069,0.2634,0.40699
0.47451,0.25319,0.2799,0.07523,0.20559,0.32118,0.25326,0.40401,0.35708,0.07069,0.26309,0.40699
0.47451,0.2532,0.27984,0.07523,0.20537,0.32118,0.25326,0.40424,0.35712,0.07069,0.263,0.40698
0.47451,0.25321,0.27983,0.07523,0.2052,0.32118,0.25326,0.4045,0.35719,0.07069,0.26285,0.40698
0.47451,0.25323,0.27976,0.07523,0.20504,0.32117,0.25326,0.40482,0.3572,0.07069,0.26267,0.40698
0.47451,0.25323,0.27972,0.07523,0.20488,0.32117,0.25326,0.4051,0.35726,0.07069,0.26251,0.40698
0.47451,0.25325,0.27951,0.07523,0.20469,0.32117,0.25326,0.40534,0.35729,0.07069,0.26232,0.40698
0.47451,0.25325,0.27948,0.07523,0.20454,0.32117,0.25326,0.40556,0.35732,0.07068,0.26223,0.40698
0.47451,0.25328,0.27941,0.07523,0.20436,0.32117,0.25326,0.40577,0.35736,0.07068,0.26224,0.40698
0.47451,0.25328,0.27937,0.07523,0.20423,0.32117,0.25326,0.40596,0.35738,0.07068,0.26217,0.40698
0.47451,0.25329,0.2793,0.07523,0.20413,0.32117,0.25326,0.40613,0.35739,0.07068,0.2621,0.40698
0.47451,0.2533,0.27925,0.07523,0.20403,0.32117,0.25326,0.40627,0.3574,0.07068,0.26207,0.40698
0.47451,0.2533,0.27916,0.07523,0.20394,0.32116,0.25326,0.4064,0.35741,0.07068,0.26196,0.40698
0.47451,0.25331,0.2791,0.07523,0.20384,0.32116,0.25326,0.40652,0.35742,0.07068,0.26187,0.40698
0.47451,0.25331,0.27903,0.07523,0.20375,0.32116,0.25326,0.40667,0.35745,0.07068,0.26177,0.40698
0.47451,0.25332,0.27894,0.07523,0.20366,0.32116,0.25326,0.40679,0.35746,0.07068,0.26167,0.40698
0.47451,0.25332,0.27892,0.07523,0.20357,0.32116,0.25326,0.40689,0.35745,0.07068,0.26168,0.40698
0.47451,0.25332,0.2789,0.07523,0.20349,0.32116,0.25326,0.40698,0.35746,0.07068,0.26157,0.40698
0.47451,0.25333,0.27884,0.07523,0.20343,0.32116,0.25326,0.40709,0.35747,0.07068,0.26157,0.40698
0.47451,0.25333,0.27878,0.07523,0.20335,0.32116,0.25326,0.40719,0.35747,0.07068,0.26155,0.40698
0.47451,0.25334,0.27871,0.07523,0.20328,0.32116,0.25326,0.40727,0.35747,0.07068,0.26155,0.40698
0.47451,0.25334,0.27872,0.07523,0.20321,0.32116,0.25326,0.40734,0.35747,0.07068,0.2614,0.40698
0.47451,0.25334,0.2787,0.07523,0.20312,0.32116,0.25326,0.40743,0.35749,0.07068,0.26064,0.40698
0.47451,0.25334,0.27867,0.07523,0.20307,0.32116,0.25326,0.4075,0.3575,0.07068,0.26053,0.40698
0.47451,0.25334,0.27861,0.07523,0.20301,0.32116,0.25326,0.40756,0.35752,0.07068,0.2605,0.40698
0.47451,0.25334,0.27854,0.07523,0.20297,0.32116,0.25326,0.4076,0.35754,0.07068,0.26042,0.40698
0.47451,0.25334,0.27845,0.07523,0.20291,0.32116,0.25326,0.40768,0.35755,0.07068,0.26047,0.40698
0.47451,0.25334,0.27838,0.07523,0.20286,0.32116,0.25326,0.40771,0.35756,0.07068,0.26045,0.40698
0.47451,0.25334,0.2783,0.07523,0.20282,0.32116,0.25326,0.40775,0.35757,0.07068,0.26043,0.40698
0.47451,0.25334,0.27821,0.07523,0.20278,0.32116,0.25326,0.40778,0.35757,0.07068,0.26045,0.40698
