qb,t5,gpt2,mistralprompt,phiprompt,phifinetune,context + qb,context + t5,context + gpt2,context + mistralprompt,context + phiprompt,context + phifinetune
7.276,7.276,7.276,0.243,0.243,1.213,7.276,7.276,7.276,0.243,0.243,1.213
7.375,7.375,7.375,0.246,0.246,1.229,7.375,7.375,7.375,0.246,0.246,1.229
7.475,7.475,7.475,0.249,0.249,1.246,7.475,7.475,7.475,0.249,0.249,1.246
7.575,7.575,7.575,0.252,0.252,1.262,7.575,7.575,7.575,0.252,0.252,1.262
7.674,7.674,7.674,0.256,0.256,1.279,7.674,7.674,7.674,0.256,0.256,1.279
7.774,7.774,7.774,0.259,0.259,1.296,7.774,7.774,7.774,0.259,0.259,1.296
7.874,7.874,7.874,0.262,0.262,1.312,7.874,7.874,7.874,0.262,0.262,1.312
7.973,7.973,7.973,0.266,0.266,1.329,7.973,7.973,7.973,0.266,0.266,1.329
8.073,8.073,8.073,0.269,0.269,1.346,8.073,8.073,8.073,0.269,0.269,1.346
8.173,8.173,8.173,0.272,0.272,1.362,8.173,8.173,8.173,0.272,0.272,1.362
8.272,8.272,8.272,0.276,0.276,1.379,8.272,8.272,8.272,0.276,0.276,1.379
8.372,8.372,8.372,0.279,0.279,1.395,8.372,8.372,8.372,0.279,0.279,1.395
8.472,8.472,8.472,0.282,0.282,1.412,8.472,8.472,8.472,0.282,0.282,1.412
8.571,8.571,8.571,0.286,0.286,1.429,8.571,8.571,8.571,0.286,0.286,1.429
8.671,8.671,8.671,0.289,0.289,1.445,8.671,8.671,8.671,0.289,0.289,1.445
8.771,8.771,8.771,0.292,0.292,1.462,8.771,8.771,8.771,0.292,0.292,1.462
8.87,8.87,8.87,0.296,0.296,1.478,8.87,8.87,8.87,0.296,0.296,1.478
8.97,8.97,8.97,0.299,0.299,1.495,8.97,8.97,8.97,0.299,0.299,1.495
9.07,9.07,9.07,0.302,0.302,1.512,9.07,9.07,9.07,0.302,0.302,1.512
9.169,9.169,9.169,0.306,0.306,1.528,9.169,9.169,9.169,0.306,0.306,1.528
9.269,9.269,9.269,0.309,0.309,1.545,9.269,9.269,9.269,0.309,0.309,1.545
9.369,9.369,9.369,0.312,0.312,1.561,9.369,9.369,9.369,0.312,0.312,1.561
9.468,9.468,9.468,0.316,0.316,1.578,9.468,9.468,9.468,0.316,0.316,1.578
9.568,9.568,9.568,0.319,0.319,1.595,9.568,9.568,9.568,0.319,0.319,1.595
9.668,9.668,9.668,0.322,0.322,1.611,9.668,9.668,9.668,0.322,0.322,1.611
9.767,9.767,9.767,0.326,0.326,1.628,9.767,9.767,9.767,0.326,0.326,1.628
9.867,9.867,9.867,0.329,0.329,1.645,9.867,9.867,9.867,0.329,0.329,1.645
9.967,9.967,9.967,0.332,0.332,1.661,9.967,9.967,9.967,0.332,0.332,1.661
10.066,10.066,10.066,0.336,0.336,1.678,10.066,10.066,10.066,0.336,0.336,1.678
10.166,10.166,10.166,0.339,0.339,1.694,10.166,10.166,10.166,0.339,0.339,1.694
10.266,10.266,10.266,0.342,0.342,1.711,10.266,10.266,10.266,0.342,0.342,1.711
10.365,10.365,10.365,0.346,0.346,1.728,10.365,10.365,10.365,0.346,0.346,1.728
10.465,10.465,10.465,0.349,0.349,1.744,10.465,10.465,10.465,0.349,0.349,1.744
10.565,10.565,10.565,0.352,0.352,1.761,10.565,10.565,10.565,0.352,0.352,1.761
10.664,10.664,10.664,0.355,0.355,1.777,10.664,10.664,10.664,0.355,0.355,1.777
10.764,10.764,10.764,0.359,0.359,1.794,10.764,10.764,10.764,0.359,0.359,1.794
10.864,10.864,10.864,0.362,0.362,1.811,10.864,10.864,10.864,0.362,0.362,1.811
10.963,10.963,10.963,0.365,0.365,1.827,10.963,10.963,10.963,0.365,0.365,1.827
11.063,11.063,11.063,0.369,0.369,1.844,11.063,11.063,11.063,0.369,0.369,1.844
11.163,11.163,11.163,0.372,0.372,1.86,11.163,11.163,11.163,0.372,0.372,1.86
11.262,11.262,11.262,0.375,0.375,1.877,11.262,11.262,11.262,0.375,0.375,1.877
11.362,11.362,11.362,0.379,0.379,1.894,11.362,11.362,11.362,0.379,0.379,1.894
11.462,11.462,11.462,0.382,0.382,1.91,11.462,11.462,11.462,0.382,0.382,1.91
11.561,11.561,11.561,0.385,0.385,1.927,11.561,11.561,11.561,0.385,0.385,1.927
11.661,11.661,11.661,0.389,0.389,1.944,11.661,11.661,11.661,0.389,0.389,1.944
11.761,11.761,11.761,0.392,0.392,1.96,11.761,11.761,11.761,0.392,0.392,1.96
11.86,11.86,11.86,0.395,0.395,1.977,11.86,11.86,11.86,0.395,0.395,1.977
11.96,11.96,11.96,0.399,0.399,1.993,11.96,11.96,11.96,0.399,0.399,1.993
12.06,12.06,12.06,0.402,0.402,2.01,12.06,12.06,12.06,0.402,0.402,2.01
12.159,12.159,12.159,0.405,0.405,2.027,12.159,12.159,12.159,0.405,0.405,2.027
12.259,12.259,12.259,0.409,0.409,2.043,12.259,12.259,12.259,0.409,0.409,2.043
12.359,12.359,12.359,0.412,0.412,2.06,12.359,12.359,12.359,0.412,0.412,2.06
12.458,12.458,12.458,0.415,0.415,2.076,12.458,12.458,12.458,0.415,0.415,2.076
12.558,12.558,12.558,0.419,0.419,2.093,12.558,12.558,12.558,0.419,0.419,2.093
12.658,12.658,12.658,0.422,0.422,2.11,12.658,12.658,12.658,0.422,0.422,2.11
12.757,12.757,12.757,0.425,0.425,2.126,12.757,12.757,12.757,0.425,0.425,2.126
12.857,12.857,12.857,0.429,0.429,2.143,12.857,12.857,12.857,0.429,0.429,2.143
12.957,12.957,12.957,0.432,0.432,2.159,12.957,12.957,12.957,0.432,0.432,2.159
13.056,13.056,13.056,0.435,0.435,2.176,13.056,13.056,13.056,0.435,0.435,2.176
13.156,13.156,13.156,0.439,0.439,2.193,13.156,13.156,13.156,0.439,0.439,2.193
13.256,13.256,13.256,0.442,0.442,2.209,13.256,13.256,13.256,0.442,0.442,2.209
13.355,13.355,13.355,0.445,0.445,2.226,13.355,13.355,13.355,0.445,0.445,2.226
13.455,13.455,13.455,0.449,0.449,2.243,13.455,13.455,13.455,0.449,0.449,2.243
13.555,13.555,13.555,0.452,0.452,2.259,13.555,13.555,13.555,0.452,0.452,2.259
13.654,13.654,13.654,0.455,0.455,2.276,13.654,13.654,13.654,0.455,0.455,2.276
13.754,13.754,13.754,0.458,0.458,2.292,13.754,13.754,13.754,0.458,0.458,2.292
13.854,13.854,13.854,0.462,0.462,2.309,13.854,13.854,13.854,0.462,0.462,2.309
14.053,13.953,13.953,0.465,0.465,2.326,13.953,13.953,13.953,0.465,0.465,2.326
13.953,14.053,14.053,0.468,0.468,2.342,14.053,14.053,14.053,0.468,0.468,2.342
14.153,14.153,14.153,0.472,0.472,2.359,14.153,14.153,14.153,0.472,0.472,2.359
14.252,14.252,14.252,0.475,0.475,2.375,14.252,14.252,14.252,0.475,0.475,2.375
14.352,14.352,14.352,0.478,0.478,2.392,14.352,14.352,14.352,0.478,0.478,2.392
14.452,14.452,14.452,0.482,0.482,2.409,14.452,14.452,14.452,0.482,0.482,2.409
14.551,14.551,14.551,0.485,0.485,2.425,14.551,14.551,14.551,0.485,0.485,2.425
14.651,14.651,14.651,0.488,0.488,2.442,14.651,14.651,14.651,0.488,0.488,2.442
14.751,14.751,14.751,0.492,0.492,2.458,14.751,14.751,14.751,0.492,0.492,2.458
14.85,14.85,14.85,0.498,0.495,2.475,14.85,14.85,14.85,0.495,0.495,2.475
14.95,14.95,14.95,0.495,0.498,2.492,14.95,14.95,14.95,0.498,0.498,2.492
15.05,15.05,15.05,0.502,0.502,2.508,15.05,15.05,15.05,0.502,0.502,2.508
15.15,15.15,15.15,0.505,0.505,2.525,15.15,15.15,15.15,0.505,0.505,2.525
15.249,15.249,15.249,0.508,0.508,2.542,15.249,15.249,15.249,0.508,0.508,2.542
15.349,15.349,15.349,0.512,0.512,2.558,15.349,15.349,15.349,0.512,0.512,2.558
15.449,15.449,15.449,0.515,0.515,2.575,15.449,15.449,15.449,0.515,0.515,2.575
15.548,15.548,15.548,0.518,0.518,2.591,15.548,15.548,15.548,0.518,0.518,2.591
15.648,15.648,15.648,0.522,0.522,2.608,15.648,15.648,15.648,0.522,0.522,2.608
24.817,15.748,15.748,0.528,0.525,2.625,15.748,15.748,15.748,0.525,0.525,2.625
24.917,15.847,15.847,0.532,0.528,2.641,15.847,15.847,15.847,0.528,0.528,2.641
25.017,15.947,15.947,0.525,0.532,2.658,15.947,15.947,15.947,0.532,0.532,2.658
25.116,16.047,16.047,0.535,0.535,2.674,16.047,16.047,16.047,0.535,0.535,2.674
25.216,16.146,16.146,0.538,0.538,2.691,16.146,16.146,16.146,0.538,0.538,2.691
25.316,16.246,16.246,0.542,0.542,2.708,16.246,16.246,16.246,0.542,0.542,2.708
25.415,16.346,16.346,0.545,0.545,2.724,16.346,16.346,16.346,0.545,0.545,2.724
25.714,16.445,16.445,0.548,0.548,2.741,16.445,16.445,16.445,0.548,0.548,2.741
25.615,16.545,16.545,0.854,0.551,2.757,16.545,16.545,16.545,0.551,0.551,2.757
24.718,16.645,16.645,0.837,0.555,2.774,16.645,16.645,16.645,0.555,0.555,2.774
25.814,16.744,16.744,0.841,0.558,2.791,16.744,16.744,16.744,0.558,0.558,2.791
25.914,16.844,16.844,0.844,0.561,2.807,16.844,16.844,16.844,0.561,0.561,2.807
26.013,16.944,16.944,0.847,0.565,2.824,16.944,16.944,16.944,0.565,0.565,2.824
26.113,17.043,17.043,0.85,0.568,2.841,17.043,17.043,17.043,0.568,0.568,2.841
25.515,17.143,17.143,0.993,0.571,2.857,17.143,17.143,17.143,0.571,0.571,2.857
24.618,17.243,17.243,0.86,0.575,2.874,17.243,17.243,17.243,0.575,0.575,2.874
24.319,17.342,17.342,0.864,0.578,2.89,17.342,17.342,17.342,0.578,0.578,2.89
24.419,17.442,17.442,0.867,0.581,2.907,17.442,17.442,17.442,0.581,0.581,2.907
23.023,17.542,17.542,0.87,0.585,2.924,17.542,17.542,17.542,0.585,0.585,2.924
23.123,17.641,17.641,0.874,0.588,2.94,17.641,17.641,17.641,0.588,0.588,2.94
23.223,17.741,17.741,0.834,0.591,2.957,17.741,17.741,17.741,0.591,0.591,2.957
23.322,17.841,17.841,0.857,0.595,2.973,17.841,17.841,17.841,0.595,0.595,2.973
23.422,17.94,17.94,0.831,0.598,2.99,17.94,17.94,17.94,0.598,0.598,2.99
23.522,18.04,18.04,0.801,0.601,3.007,18.04,18.04,18.04,0.601,0.601,3.007
24.518,18.14,18.14,0.824,0.605,3.023,18.14,18.14,18.14,0.605,0.605,3.023
23.621,18.239,18.239,0.821,0.608,3.04,18.239,18.239,18.239,0.608,0.608,3.04
23.821,18.339,18.339,0.817,0.611,3.056,18.339,18.339,18.339,0.611,0.611,3.056
23.92,18.439,18.439,0.814,0.615,3.073,18.439,18.439,18.439,0.615,0.615,3.073
24.02,18.538,18.538,0.811,0.618,3.09,18.538,18.538,18.538,0.618,0.618,3.09
24.12,18.638,18.638,0.807,0.621,3.106,18.638,18.638,18.638,0.621,0.621,3.106
24.219,18.738,18.738,0.804,0.625,3.123,18.738,18.738,18.738,0.625,0.625,3.123
26.213,18.837,18.837,0.877,0.628,3.173,18.837,18.837,18.837,0.628,0.628,3.14
23.721,18.937,18.937,0.797,0.631,3.156,18.937,18.937,18.937,0.631,0.631,3.156
26.312,19.037,19.037,0.794,0.635,3.14,19.037,19.037,19.037,0.635,0.635,3.173
26.611,19.136,19.136,0.791,0.638,3.189,19.136,19.136,19.136,0.638,0.638,3.189
26.512,19.236,19.236,0.787,0.641,3.206,19.236,19.236,19.236,0.641,0.641,3.206
28.405,19.336,19.336,0.784,0.645,3.223,19.336,19.336,19.336,0.645,0.645,3.223
28.505,19.435,19.435,0.781,0.648,3.239,19.435,19.435,19.435,0.648,0.648,3.239
28.605,19.535,19.535,0.827,0.651,3.256,19.535,19.535,19.535,0.651,0.651,3.256
28.704,19.635,19.635,0.88,0.654,3.272,19.635,19.635,19.635,0.654,0.654,3.272
28.804,19.734,19.734,0.907,0.658,3.289,19.734,19.734,19.734,0.658,0.658,3.289
28.904,19.834,19.834,0.887,0.661,3.306,19.834,19.834,19.834,0.661,0.661,3.306
28.306,19.934,19.934,0.99,0.664,3.322,19.934,19.934,19.934,0.664,0.664,3.322
29.003,20.033,20.033,0.987,0.668,3.339,20.033,20.033,20.033,0.668,0.668,3.339
29.203,20.133,20.133,0.983,0.671,3.355,20.133,20.133,20.133,0.671,0.671,3.355
29.302,20.233,20.233,0.98,0.674,3.405,20.233,20.233,20.233,0.674,0.674,3.372
29.402,20.332,20.332,0.977,0.678,3.372,20.332,20.332,20.332,0.678,0.678,3.389
29.502,20.432,20.432,0.973,0.681,3.389,20.432,20.432,20.432,0.681,0.681,3.405
29.601,20.532,20.532,0.97,0.684,3.422,20.532,20.532,20.532,0.684,0.684,3.422
29.701,20.631,20.631,0.967,0.688,3.439,20.631,20.631,20.631,0.688,0.688,3.439
29.103,20.731,20.731,0.963,0.691,3.455,20.731,20.731,20.731,0.691,0.691,3.455
26.412,20.831,20.831,0.96,0.694,3.472,20.831,20.831,20.831,0.694,0.694,3.472
28.206,20.93,20.93,0.957,0.698,3.488,20.93,20.93,20.93,0.698,0.698,3.488
28.007,21.03,21.03,0.953,0.701,3.505,21.03,21.03,21.03,0.701,0.701,3.505
22.924,21.13,21.13,0.95,0.704,3.522,21.13,21.13,21.13,0.704,0.704,3.522
26.711,21.229,21.229,0.947,0.708,3.538,21.229,21.229,21.229,0.708,0.708,3.538
26.811,21.329,21.329,0.944,0.711,3.555,21.329,21.329,21.329,0.711,0.711,3.555
26.91,21.429,21.429,0.94,0.714,4.485,21.429,21.429,21.429,0.714,0.714,3.571
27.01,21.528,21.528,0.937,0.718,4.502,21.528,21.528,21.528,0.718,0.718,3.588
27.11,21.628,21.628,0.89,0.721,4.518,21.628,21.628,21.628,0.721,0.721,3.605
28.106,21.728,21.728,0.894,0.724,4.286,21.728,21.728,21.728,0.724,0.724,3.621
27.209,21.827,21.827,0.897,0.728,4.551,21.827,21.827,21.827,0.728,0.728,3.638
27.409,21.927,21.927,0.9,0.731,4.568,21.927,21.927,21.927,0.731,0.731,3.654
27.508,22.027,22.027,0.904,0.734,4.468,22.027,22.027,22.027,0.734,0.734,3.671
27.608,22.126,22.126,0.777,0.738,4.535,22.126,22.126,22.126,0.738,0.738,3.688
27.708,22.226,22.226,0.884,0.741,4.452,22.226,22.226,22.226,0.741,0.741,3.704
27.807,22.425,22.326,0.91,0.744,4.369,22.326,22.326,22.326,0.744,0.744,3.721
27.907,22.326,22.425,0.917,0.748,4.419,22.425,22.425,22.425,0.748,0.748,3.738
27.309,22.525,22.525,0.92,0.751,4.402,22.525,22.525,22.525,0.751,0.751,3.754
22.824,22.625,22.625,0.924,0.754,4.385,22.625,22.625,22.625,0.754,0.754,3.771
22.425,22.724,22.724,0.927,0.757,4.585,22.724,22.724,22.724,0.757,0.757,3.787
22.625,22.824,22.824,0.93,0.761,4.352,22.824,22.824,22.824,0.761,0.761,3.804
17.542,22.924,22.924,0.934,0.764,4.336,22.924,22.924,22.924,0.764,0.764,3.821
17.641,23.023,23.023,0.914,0.767,4.319,23.023,23.023,23.023,0.767,0.767,3.837
17.741,23.123,23.123,0.774,0.771,4.302,23.123,23.123,23.123,0.771,0.771,3.854
17.841,23.721,23.223,0.748,0.774,4.435,23.223,23.223,23.223,0.774,0.774,3.87
17.94,23.621,23.322,0.767,0.777,4.601,23.322,23.322,23.322,0.777,0.777,3.887
18.04,23.522,23.422,0.648,0.781,4.701,23.422,23.422,23.422,0.781,0.781,3.904
17.442,23.821,23.522,0.645,0.784,4.635,23.522,23.522,23.522,0.784,0.784,3.92
18.14,23.322,23.621,0.641,0.787,4.95,23.621,23.621,23.621,0.787,0.787,3.937
18.339,23.223,23.721,0.638,0.791,4.934,23.721,23.721,23.721,0.791,0.791,3.953
18.439,23.422,23.821,0.635,0.794,4.917,23.821,23.821,23.821,0.794,0.794,3.97
18.538,28.106,23.92,0.631,0.797,4.9,23.92,23.92,23.92,0.797,0.797,3.987
18.638,28.007,24.02,0.628,0.801,4.884,24.02,24.02,24.02,0.801,0.801,4.003
18.738,27.907,24.12,0.625,0.804,4.867,24.12,24.12,24.12,0.804,0.804,4.02
18.837,27.807,24.219,0.621,0.807,4.85,24.219,24.219,24.219,0.807,0.807,4.037
18.239,27.708,24.319,0.618,0.811,4.834,24.319,24.319,24.319,0.811,0.811,4.053
18.937,27.608,24.419,0.615,0.814,4.618,24.419,24.419,24.419,0.814,0.814,4.07
17.342,29.801,24.518,0.611,0.817,4.817,24.518,24.518,24.518,0.817,0.817,4.086
17.143,27.409,24.618,0.608,0.821,4.784,24.618,24.618,24.618,0.821,0.821,4.103
15.748,27.309,24.718,0.605,0.824,4.767,24.718,24.718,24.718,0.824,0.824,4.12
15.847,27.209,24.817,0.651,0.827,4.751,24.817,24.817,24.817,0.827,0.827,4.136
15.947,27.11,24.917,0.601,0.831,4.734,24.917,24.917,24.917,0.831,0.831,4.153
16.047,28.206,25.017,0.595,0.834,4.718,25.017,25.017,25.017,0.834,0.834,4.169
16.146,27.508,25.116,0.591,0.837,4.684,25.116,25.116,25.116,0.837,0.837,4.186
16.246,28.306,25.216,0.588,0.841,4.668,25.216,25.216,25.216,0.841,0.841,4.203
17.243,29.003,25.316,0.585,0.844,4.651,25.316,25.316,25.316,0.844,0.844,4.219
16.346,28.505,25.415,0.581,0.847,4.801,25.415,25.415,25.415,0.847,0.847,4.236
16.545,28.605,25.515,0.578,0.85,4.269,25.515,25.515,25.515,0.85,0.85,4.252
16.645,28.704,25.615,0.575,0.854,3.738,25.615,25.615,25.615,0.854,0.854,4.269
16.744,28.804,25.714,0.571,0.857,4.236,25.714,25.714,25.714,0.857,0.857,4.286
16.844,28.904,25.814,0.568,0.86,3.854,25.814,25.814,25.814,0.86,0.86,4.302
16.944,27.01,25.914,0.565,0.864,3.837,25.914,25.914,25.914,0.864,0.864,4.319
17.043,29.103,26.013,0.561,0.867,3.821,26.013,26.013,26.013,0.867,0.867,4.336
16.445,29.203,26.113,0.558,0.874,3.804,26.113,26.113,26.113,0.87,0.87,4.352
19.037,29.302,26.213,0.555,0.87,3.787,26.213,26.213,26.213,0.874,0.874,4.369
19.136,29.402,26.312,0.551,0.877,3.771,26.312,26.312,26.312,0.877,0.877,4.385
19.236,29.502,26.412,0.598,0.88,3.754,26.412,26.412,26.412,0.88,0.88,4.402
21.229,29.601,26.512,0.771,0.884,4.967,26.512,26.512,26.512,0.884,0.884,4.419
21.329,29.701,26.611,0.654,0.887,3.87,26.611,26.611,26.611,0.887,0.887,4.435
21.429,28.405,26.711,0.661,0.89,3.721,26.711,26.711,26.711,0.89,0.89,4.452
21.528,26.91,26.811,0.764,0.894,3.688,26.811,26.811,26.811,0.894,0.894,4.468
21.628,26.113,26.91,0.761,0.897,3.671,26.91,26.91,26.91,0.897,0.897,4.485
21.728,26.711,27.01,0.757,0.904,3.654,27.01,27.01,27.01,0.9,0.9,4.502
21.13,23.92,27.11,0.754,0.9,3.638,27.11,27.11,27.11,0.904,0.904,4.518
21.827,24.02,27.209,0.751,0.907,3.621,27.209,27.209,27.209,0.907,0.907,4.535
22.027,24.12,27.309,0.744,0.91,3.605,27.309,27.309,27.309,0.91,0.91,4.551
22.126,24.219,27.409,0.741,0.914,3.588,27.409,27.409,27.409,0.914,0.914,4.568
22.226,24.319,27.508,0.738,0.917,3.571,27.508,27.508,27.508,0.917,0.917,4.585
22.326,24.419,27.608,0.734,0.92,3.704,27.608,27.608,27.608,0.92,0.92,4.601
29.801,24.518,27.708,0.731,0.924,4.252,27.708,27.708,27.708,0.924,0.924,4.618
22.525,24.618,27.807,0.728,0.934,3.887,27.807,27.807,27.807,0.927,0.927,4.635
21.927,24.718,27.907,0.724,0.927,3.92,27.907,27.907,27.907,0.93,0.93,4.651
21.03,24.817,28.007,0.721,0.93,4.219,28.007,28.007,28.007,0.934,0.934,4.668
20.93,24.917,28.106,0.718,0.937,4.203,28.106,28.106,28.106,0.937,0.937,4.684
20.831,25.017,28.206,0.658,0.94,4.186,28.206,28.206,28.206,0.94,0.94,4.701
19.336,25.116,28.306,0.714,0.944,4.169,28.306,28.306,28.306,0.944,0.944,4.718
19.435,25.216,28.405,0.708,0.947,4.153,28.405,28.405,28.405,0.947,0.947,4.734
19.535,25.316,28.505,0.704,0.95,4.136,28.505,28.505,28.505,0.95,0.95,4.751
19.635,25.415,28.605,0.701,0.953,4.12,28.605,28.605,28.605,0.953,0.953,4.767
