qb,t5,gpt2,mistralprompt,phiprompt,phifinetune,context + qb,context + t5,context + gpt2,context + mistralprompt,context + phiprompt,context + phifinetune
5.282,5.282,5.282,0.176,0.176,0.88,5.282,5.282,5.282,0.176,0.176,0.88
5.382,5.382,5.382,0.179,0.179,0.897,5.382,5.382,5.382,0.179,0.179,0.897
5.482,5.482,5.482,0.183,0.183,0.914,5.482,5.482,5.482,0.183,0.183,0.914
5.581,5.581,5.581,0.186,0.186,0.93,5.581,5.581,5.581,0.186,0.186,0.93
5.681,5.681,5.681,0.189,0.189,0.947,5.681,5.681,5.681,0.189,0.189,0.947
5.781,5.781,5.781,0.193,0.193,0.963,5.781,5.781,5.781,0.193,0.193,0.963
5.88,5.88,5.88,0.196,0.196,0.98,5.88,5.88,5.88,0.196,0.196,0.98
5.98,5.98,5.98,0.199,0.199,0.997,5.98,5.98,5.98,0.199,0.199,0.997
6.08,6.08,6.08,0.203,0.203,1.013,6.08,6.08,6.08,0.203,0.203,1.013
6.179,6.179,6.179,0.206,0.206,1.03,6.179,6.179,6.179,0.206,0.206,1.03
6.279,6.279,6.279,0.209,0.209,1.047,6.279,6.279,6.279,0.209,0.209,1.047
6.379,6.379,6.379,0.213,0.213,1.063,6.379,6.379,6.379,0.213,0.213,1.063
6.478,6.478,6.478,0.216,0.216,1.08,6.478,6.478,6.478,0.216,0.216,1.08
6.578,6.578,6.578,0.219,0.219,1.096,6.578,6.578,6.578,0.219,0.219,1.096
6.678,6.678,6.678,0.223,0.223,1.113,6.678,6.678,6.678,0.223,0.223,1.113
6.777,6.777,6.777,0.226,0.226,1.13,6.777,6.777,6.777,0.226,0.226,1.13
6.877,6.877,6.877,0.229,0.229,1.146,6.877,6.877,6.877,0.229,0.229,1.146
6.977,6.977,6.977,0.233,0.233,1.163,6.977,6.977,6.977,0.233,0.233,1.163
7.076,7.076,7.076,0.236,0.236,1.179,7.076,7.076,7.076,0.236,0.236,1.179
7.176,7.176,7.176,0.239,0.239,1.196,7.176,7.176,7.176,0.239,0.239,1.196
7.276,7.276,7.276,0.243,0.243,1.213,7.276,7.276,7.276,0.243,0.243,1.213
7.375,7.375,7.375,0.246,0.246,1.229,7.375,7.375,7.375,0.246,0.246,1.229
7.475,7.475,7.475,0.249,0.249,1.246,7.475,7.475,7.475,0.249,0.249,1.246
7.575,7.575,7.575,0.252,0.252,1.262,7.575,7.575,7.575,0.252,0.252,1.262
7.674,7.674,7.674,0.256,0.256,1.279,7.674,7.674,7.674,0.256,0.256,1.279
7.774,7.774,7.774,0.259,0.259,1.296,7.774,7.774,7.774,0.259,0.259,1.296
7.874,7.874,7.874,0.262,0.262,1.312,7.874,7.874,7.874,0.262,0.262,1.312
7.973,7.973,7.973,0.266,0.266,1.329,7.973,7.973,7.973,0.266,0.266,1.329
8.073,8.073,8.073,0.269,0.269,1.346,8.073,8.073,8.073,0.269,0.269,1.346
8.173,8.173,8.173,0.272,0.272,1.362,8.173,8.173,8.173,0.272,0.272,1.362
8.272,8.272,8.272,0.276,0.276,1.379,8.272,8.272,8.272,0.276,0.276,1.379
8.372,8.372,8.372,0.279,0.279,1.395,8.372,8.372,8.372,0.279,0.279,1.395
8.472,8.472,8.472,0.282,0.282,1.412,8.472,8.472,8.472,0.282,0.282,1.412
8.571,8.571,8.571,0.286,0.286,1.429,8.571,8.571,8.571,0.286,0.286,1.429
8.671,8.671,8.671,0.289,0.289,1.445,8.671,8.671,8.671,0.289,0.289,1.445
8.771,8.771,8.771,0.292,0.292,1.462,8.771,8.771,8.771,0.292,0.292,1.462
8.87,8.87,8.87,0.296,0.296,1.478,8.87,8.87,8.87,0.296,0.296,1.478
8.97,8.97,8.97,0.299,0.299,1.495,8.97,8.97,8.97,0.299,0.299,1.495
9.07,9.07,9.07,0.302,0.302,1.512,9.07,9.07,9.07,0.302,0.302,1.512
9.169,9.169,9.169,0.306,0.306,1.528,9.169,9.169,9.169,0.306,0.306,1.528
9.269,9.269,9.269,0.309,0.309,1.545,9.269,9.269,9.269,0.309,0.309,1.545
9.369,9.369,9.369,0.312,0.312,1.561,9.369,9.369,9.369,0.312,0.312,1.561
9.468,9.468,9.468,0.316,0.316,1.578,9.468,9.468,9.468,0.316,0.316,1.578
9.568,9.568,9.568,0.319,0.319,1.595,9.568,9.568,9.568,0.319,0.319,1.595
9.668,9.668,9.668,0.322,0.322,1.611,9.668,9.668,9.668,0.322,0.322,1.611
9.767,9.767,9.767,0.326,0.326,1.628,9.767,9.767,9.767,0.326,0.326,1.628
9.867,9.867,9.867,0.329,0.329,1.645,9.867,9.867,9.867,0.329,0.329,1.645
9.967,9.967,9.967,0.332,0.332,1.661,9.967,9.967,9.967,0.332,0.332,1.661
10.066,10.066,10.066,0.336,0.336,1.678,10.066,10.066,10.066,0.336,0.336,1.678
10.166,10.166,10.166,0.339,0.339,1.694,10.166,10.166,10.166,0.339,0.339,1.694
10.266,10.266,10.266,0.342,0.342,1.711,10.266,10.266,10.266,0.342,0.342,1.711
10.365,10.365,10.365,0.346,0.346,1.728,10.365,10.365,10.365,0.346,0.346,1.728
10.465,10.465,10.465,0.349,0.349,1.744,10.465,10.465,10.465,0.349,0.349,1.744
10.565,10.565,10.565,0.352,0.352,1.761,10.565,10.565,10.565,0.352,0.352,1.761
10.664,10.664,10.664,0.355,0.355,1.777,10.664,10.664,10.664,0.355,0.355,1.777
10.764,10.764,10.764,0.359,0.359,1.794,10.764,10.764,10.764,0.359,0.359,1.794
10.864,10.864,10.864,0.362,0.362,1.811,10.864,10.864,10.864,0.362,0.362,1.811
10.963,10.963,10.963,0.365,0.365,1.827,10.963,10.963,10.963,0.365,0.365,1.827
11.063,11.063,11.063,0.369,0.369,1.844,11.063,11.063,11.063,0.369,0.369,1.844
11.163,11.163,11.163,0.372,0.372,1.86,11.163,11.163,11.163,0.372,0.372,1.86
11.262,11.262,11.262,0.375,0.375,1.877,11.262,11.262,11.262,0.375,0.375,1.877
11.362,11.362,11.362,0.379,0.379,1.894,11.362,11.362,11.362,0.379,0.379,1.894
11.462,11.462,11.462,0.382,0.382,1.91,11.462,11.462,11.462,0.382,0.382,1.91
11.561,11.561,11.561,0.385,0.385,1.927,11.561,11.561,11.561,0.385,0.385,1.927
11.661,11.661,11.661,0.389,0.389,1.944,11.661,11.661,11.661,0.389,0.389,1.944
11.761,11.761,11.761,0.392,0.392,1.96,11.761,11.761,11.761,0.392,0.392,1.96
11.86,11.86,11.86,0.395,0.395,1.977,11.86,11.86,11.86,0.395,0.395,1.977
11.96,11.96,11.96,0.399,0.399,1.993,11.96,11.96,11.96,0.399,0.399,1.993
12.06,12.06,12.06,0.402,0.402,2.01,12.06,12.06,12.06,0.402,0.402,2.01
12.159,12.159,12.159,0.405,0.405,2.027,12.159,12.159,12.159,0.405,0.405,2.027
12.259,12.259,12.259,0.409,0.409,2.043,12.259,12.259,12.259,0.409,0.409,2.043
12.359,12.359,12.359,0.412,0.412,2.06,12.359,12.359,12.359,0.412,0.412,2.06
12.458,12.458,12.458,0.415,0.415,2.076,12.458,12.458,12.458,0.415,0.415,2.076
12.558,12.558,12.558,0.419,0.419,2.093,12.558,12.558,12.558,0.419,0.419,2.093
12.658,12.658,12.658,0.422,0.422,2.11,12.658,12.658,12.658,0.422,0.422,2.11
12.757,12.757,12.757,0.425,0.425,2.126,12.757,12.757,12.757,0.425,0.425,2.126
12.857,12.857,12.857,0.429,0.429,2.143,12.857,12.857,12.857,0.429,0.429,2.143
12.957,12.957,12.957,0.432,0.432,2.159,12.957,12.957,12.957,0.432,0.432,2.159
13.056,13.056,13.056,0.435,0.435,2.176,13.056,13.056,13.056,0.435,0.435,2.176
13.156,13.156,13.156,0.439,0.439,2.193,13.156,13.156,13.156,0.439,0.439,2.193
13.256,13.256,13.256,0.442,0.442,2.209,13.256,13.256,13.256,0.442,0.442,2.209
13.355,13.355,13.355,0.445,0.445,2.226,13.355,13.355,13.355,0.445,0.445,2.226
13.455,13.455,13.455,0.449,0.449,2.243,13.455,13.455,13.455,0.449,0.449,2.243
13.555,13.555,13.555,0.452,0.452,2.259,13.555,13.555,13.555,0.452,0.452,2.259
13.654,13.654,13.654,0.455,0.455,2.276,13.654,13.654,13.654,0.455,0.455,2.276
13.754,13.754,13.754,0.458,0.458,2.292,13.754,13.754,13.754,0.458,0.458,2.292
13.854,13.854,13.854,0.462,0.462,2.309,13.854,13.854,13.854,0.462,0.462,2.309
13.953,13.953,13.953,0.465,0.465,2.326,13.953,13.953,13.953,0.465,0.465,2.326
14.053,14.053,14.053,0.468,0.468,2.342,14.053,14.053,14.053,0.468,0.468,2.342
14.153,14.153,14.153,0.472,0.472,2.359,14.153,14.153,14.153,0.472,0.472,2.359
14.252,14.252,14.252,0.475,0.475,2.375,14.252,14.252,14.252,0.475,0.475,2.375
14.352,14.352,14.352,0.478,0.478,2.392,14.352,14.352,14.352,0.478,0.478,2.392
14.452,14.452,14.452,0.482,0.482,2.409,14.452,14.452,14.452,0.482,0.482,2.409
14.551,14.551,14.551,0.485,0.485,2.425,14.551,14.551,14.551,0.485,0.485,2.425
14.651,14.651,14.651,0.488,0.488,2.442,14.651,14.651,14.651,0.488,0.488,2.442
14.751,14.751,14.751,0.492,0.492,2.458,14.751,14.751,14.751,0.492,0.492,2.458
14.85,14.85,14.85,0.495,0.495,2.475,14.85,14.85,14.85,0.495,0.495,2.475
14.95,14.95,14.95,0.505,0.498,2.492,14.95,14.95,14.95,0.498,0.498,2.492
15.05,15.05,15.05,0.498,0.502,2.508,15.05,15.05,15.05,0.502,0.502,2.508
15.15,15.15,15.15,0.502,0.505,2.525,15.15,15.15,15.15,0.505,0.505,2.525
15.249,15.249,15.249,0.508,0.508,2.542,15.249,15.249,15.249,0.508,0.508,2.542
15.349,15.349,15.349,0.512,0.512,2.558,15.349,15.349,15.349,0.512,0.512,2.558
15.449,15.449,15.449,0.515,0.515,2.575,15.449,15.449,15.449,0.515,0.515,2.575
15.548,15.548,15.548,0.518,0.518,2.591,15.548,15.548,15.548,0.518,0.518,2.591
15.648,15.648,15.648,0.522,0.522,2.608,15.648,15.648,15.648,0.522,0.522,2.608
15.748,15.748,15.748,0.525,0.525,2.625,15.748,15.748,15.748,0.525,0.525,2.625
15.847,15.847,15.847,0.528,0.528,2.641,15.847,15.847,15.847,0.528,0.528,2.641
15.947,15.947,15.947,0.532,0.532,2.658,15.947,15.947,15.947,0.532,0.532,2.658
16.047,16.047,16.047,0.535,0.535,2.674,16.047,16.047,16.047,0.535,0.535,2.674
16.146,16.146,16.146,0.561,0.538,2.691,16.146,16.146,16.146,0.538,0.538,2.691
16.246,16.246,16.246,0.558,0.542,2.708,16.246,16.246,16.246,0.542,0.542,2.708
16.346,16.346,16.346,0.551,0.545,2.724,16.346,16.346,16.346,0.545,0.545,2.724
16.445,16.445,16.445,0.555,0.548,2.741,16.445,16.445,16.445,0.548,0.548,2.741
16.545,16.545,16.545,0.545,0.551,2.757,16.545,16.545,16.545,0.551,0.551,2.757
16.645,16.645,16.645,0.542,0.555,2.774,16.645,16.645,16.645,0.555,0.555,2.774
16.744,16.744,16.744,0.538,0.558,2.791,16.744,16.744,16.744,0.558,0.558,2.791
16.844,16.844,16.844,0.548,0.561,2.807,16.844,16.844,16.844,0.561,0.561,2.807
16.944,16.944,16.944,0.841,0.565,2.824,16.944,16.944,16.944,0.565,0.565,2.824
17.043,17.043,17.043,0.844,0.568,2.841,17.043,17.043,17.043,0.568,0.568,2.841
17.143,17.143,17.143,0.847,0.571,2.857,17.143,17.143,17.143,0.571,0.571,2.857
17.243,17.243,17.243,0.85,0.575,2.874,17.243,17.243,17.243,0.575,0.575,2.874
17.342,17.342,17.342,0.854,0.578,2.89,17.342,17.342,17.342,0.578,0.578,2.89
17.442,17.442,17.442,0.857,0.581,2.907,17.442,17.442,17.442,0.581,0.581,2.907
17.542,17.542,17.542,0.864,0.585,2.924,17.542,17.542,17.542,0.585,0.585,2.924
17.94,17.641,17.641,0.867,0.588,2.957,17.641,17.641,17.641,0.588,0.588,2.94
17.841,17.741,17.741,0.87,0.591,2.94,17.741,17.741,17.741,0.591,0.591,2.957
17.641,17.841,17.841,0.874,0.595,2.973,17.841,17.841,17.841,0.595,0.595,2.973
17.741,17.94,17.94,0.877,0.598,2.99,17.94,17.94,17.94,0.598,0.598,2.99
26.711,18.04,18.04,0.837,0.601,3.007,18.04,18.04,18.04,0.601,0.601,3.007
26.611,18.14,18.14,0.86,0.605,3.023,18.14,18.14,18.14,0.605,0.605,3.023
26.512,18.239,18.239,0.834,0.608,3.04,18.239,18.239,18.239,0.608,0.608,3.04
26.412,18.339,18.339,0.993,0.611,3.056,18.339,18.339,18.339,0.611,0.611,3.056
26.312,18.439,18.439,0.827,0.615,3.09,18.439,18.439,18.439,0.615,0.615,3.073
26.213,18.538,18.538,0.824,0.618,3.073,18.538,18.538,18.538,0.618,0.618,3.09
26.113,18.638,18.638,0.821,0.621,3.106,18.638,18.638,18.638,0.621,0.621,3.106
26.013,18.738,18.738,0.817,0.625,3.123,18.738,18.738,18.738,0.625,0.625,3.123
25.914,18.837,18.837,0.814,0.628,3.14,18.837,18.837,18.837,0.628,0.628,3.14
25.814,18.937,18.937,0.811,0.631,3.173,18.937,18.937,18.937,0.631,0.631,3.156
25.714,19.037,19.037,0.807,0.635,3.156,19.037,19.037,19.037,0.635,0.635,3.173
25.615,19.136,19.136,0.88,0.638,3.289,19.136,19.136,19.136,0.638,0.638,3.189
25.515,19.236,19.236,0.804,0.641,3.306,19.236,19.236,19.236,0.641,0.641,3.206
25.316,19.336,19.336,0.801,0.645,3.322,19.336,19.336,19.336,0.645,0.645,3.223
25.216,19.435,19.435,0.797,0.648,3.272,19.435,19.435,19.435,0.648,0.648,3.239
25.116,19.535,19.535,0.794,0.651,3.189,19.535,19.535,19.535,0.651,0.651,3.256
25.017,19.635,19.635,0.791,0.654,3.239,19.635,19.635,19.635,0.654,0.654,3.272
24.917,19.734,19.734,0.787,0.658,3.223,19.734,19.734,19.734,0.658,0.658,3.289
24.817,19.834,19.834,0.831,0.661,3.206,19.834,19.834,19.834,0.661,0.661,3.306
24.718,19.934,19.934,0.884,0.664,3.256,19.934,19.934,19.934,0.664,0.664,3.322
24.618,20.033,20.033,0.914,0.668,3.472,20.033,20.033,20.033,0.668,0.668,3.339
24.518,20.133,20.133,0.89,0.671,3.488,20.133,20.133,20.133,0.671,0.671,3.355
24.419,20.233,20.233,0.99,0.674,3.455,20.233,20.233,20.233,0.674,0.674,3.372
24.319,20.332,20.332,0.987,0.678,3.522,20.332,20.332,20.332,0.678,0.678,3.389
24.219,20.432,20.432,0.983,0.681,3.505,20.432,20.432,20.432,0.681,0.681,3.405
24.12,20.532,20.532,0.98,0.684,3.439,20.532,20.532,20.532,0.684,0.684,3.422
25.415,20.631,20.631,0.977,0.688,3.372,20.631,20.631,20.631,0.688,0.688,3.439
26.811,20.731,20.731,0.973,0.691,3.405,20.731,20.731,20.731,0.691,0.691,3.455
28.306,20.831,20.831,0.97,0.694,3.389,20.831,20.831,20.831,0.694,0.694,3.472
27.01,20.93,20.93,0.967,0.698,3.355,20.93,20.93,20.93,0.698,0.698,3.488
29.701,21.03,21.03,0.963,0.701,3.339,21.03,21.03,21.03,0.701,0.701,3.505
29.601,21.13,21.13,0.96,0.704,3.422,21.13,21.13,21.13,0.704,0.704,3.522
29.502,21.229,21.229,0.957,0.708,4.585,21.229,21.229,21.229,0.708,0.708,3.538
29.402,21.329,21.329,0.953,0.711,4.568,21.329,21.329,21.329,0.711,0.711,3.555
29.302,21.429,21.429,0.95,0.714,4.551,21.429,21.429,21.429,0.714,0.714,3.571
29.203,21.528,21.528,0.947,0.718,4.535,21.528,21.528,21.528,0.718,0.718,3.588
29.103,21.628,21.628,0.887,0.721,4.518,21.628,21.628,21.628,0.721,0.721,3.605
29.003,21.728,21.728,0.944,0.724,4.502,21.728,21.728,21.728,0.724,0.724,3.621
28.904,21.827,21.827,0.937,0.728,4.485,21.827,21.827,21.827,0.728,0.728,3.638
28.804,21.927,21.927,0.934,0.731,4.468,21.927,21.927,21.927,0.731,0.731,3.654
28.704,22.027,22.027,0.93,0.734,4.452,22.027,22.027,22.027,0.734,0.734,3.671
28.605,22.126,22.126,0.927,0.738,4.419,22.126,22.126,22.126,0.738,0.738,3.688
28.505,22.226,22.226,0.924,0.741,4.402,22.226,22.226,22.226,0.741,0.741,3.704
28.405,22.326,22.326,0.92,0.744,4.385,22.326,22.326,22.326,0.744,0.744,3.721
24.02,22.425,22.425,0.917,0.748,4.369,22.425,22.425,22.425,0.748,0.748,3.738
28.206,22.525,22.525,0.784,0.751,4.352,22.525,22.525,22.525,0.751,0.751,3.754
28.106,22.625,22.625,0.91,0.754,4.336,22.625,22.625,22.625,0.754,0.754,3.771
28.007,22.724,22.724,0.907,0.757,4.319,22.724,22.724,22.724,0.757,0.757,3.787
27.907,22.824,22.824,0.904,0.761,4.302,22.824,22.824,22.824,0.761,0.761,3.804
27.807,22.924,22.924,0.9,0.764,4.286,22.924,22.924,22.924,0.764,0.764,3.821
27.708,23.023,23.023,0.897,0.767,4.435,23.023,23.023,23.023,0.767,0.767,3.837
27.608,23.123,23.123,0.894,0.771,4.601,23.123,23.123,23.123,0.771,0.771,3.854
27.508,23.223,23.223,0.94,0.774,4.651,23.223,23.223,23.223,0.774,0.774,3.87
27.409,23.322,23.322,0.781,0.777,4.635,23.322,23.322,23.322,0.777,0.777,3.887
27.309,23.422,23.422,0.751,0.781,4.269,23.422,23.422,23.422,0.781,0.781,3.904
27.209,23.522,23.522,0.774,0.784,4.95,23.522,23.522,23.522,0.784,0.784,3.92
27.11,23.621,23.621,0.658,0.787,4.934,23.621,23.621,23.621,0.787,0.787,3.937
26.91,23.721,23.721,0.654,0.791,4.917,23.721,23.721,23.721,0.791,0.791,3.953
23.92,23.821,23.821,0.651,0.794,4.9,23.821,23.821,23.821,0.794,0.794,3.97
22.425,24.02,23.92,0.648,0.797,4.884,23.92,23.92,23.92,0.797,0.797,3.987
23.721,24.12,24.02,0.645,0.801,4.867,24.02,24.02,24.02,0.801,0.801,4.003
20.532,23.92,24.12,0.641,0.804,4.85,24.12,24.12,24.12,0.804,0.804,4.02
20.432,24.219,24.219,0.638,0.807,4.834,24.219,24.219,24.219,0.807,0.807,4.037
20.332,24.319,24.319,0.635,0.811,4.817,24.319,24.319,24.319,0.811,0.811,4.053
20.233,24.419,24.419,0.631,0.814,4.801,24.419,24.419,24.419,0.814,0.814,4.07
20.133,24.518,24.518,0.628,0.817,4.784,24.518,24.518,24.518,0.817,0.817,4.086
20.033,24.618,24.618,0.625,0.821,4.767,24.618,24.618,24.618,0.821,0.821,4.103
19.934,24.718,24.718,0.621,0.824,4.751,24.718,24.718,24.718,0.824,0.824,4.12
19.834,24.817,24.817,0.618,0.827,4.734,24.817,24.817,24.817,0.827,0.827,4.136
19.734,24.917,24.917,0.615,0.831,4.718,24.917,24.917,24.917,0.831,0.831,4.153
19.635,25.017,25.017,0.611,0.834,4.701,25.017,25.017,25.017,0.834,0.834,4.169
19.535,25.116,25.116,0.608,0.837,4.684,25.116,25.116,25.116,0.837,0.837,4.186
19.435,25.216,25.216,0.605,0.841,4.668,25.216,25.216,25.216,0.841,0.841,4.203
20.631,25.316,25.316,0.601,0.844,4.618,25.316,25.316,25.316,0.844,0.844,4.219
19.336,25.415,25.415,0.598,0.847,4.252,25.415,25.415,25.415,0.847,0.847,4.236
19.136,26.312,25.515,0.595,0.854,3.738,25.515,25.515,25.515,0.85,0.85,4.252
19.037,26.113,25.615,0.591,0.85,4.219,25.615,25.615,25.615,0.854,0.854,4.269
18.937,26.412,25.714,0.588,0.857,3.821,25.714,25.714,25.714,0.857,0.857,4.286
18.837,26.013,25.814,0.585,0.86,3.804,25.814,25.814,25.814,0.86,0.86,4.302
18.738,26.213,25.914,0.581,0.864,3.787,25.914,25.914,25.914,0.864,0.864,4.319
18.638,25.814,26.013,0.578,0.867,3.771,26.013,26.013,26.013,0.867,0.867,4.336
18.538,25.714,26.113,0.575,0.9,3.754,26.113,26.113,26.113,0.87,0.87,4.352
18.439,25.615,26.213,0.571,0.897,4.967,26.213,26.213,26.213,0.874,0.874,4.369
18.339,25.515,26.312,0.568,0.894,3.721,26.312,26.312,26.312,0.877,0.877,4.385
18.239,25.914,26.412,0.565,0.89,3.704,26.412,26.412,26.412,0.88,0.88,4.402
18.14,28.306,26.512,0.661,0.887,3.837,26.512,26.512,26.512,0.884,0.884,4.419
18.04,28.405,26.611,0.777,0.874,3.688,26.611,26.611,26.611,0.887,0.887,4.435
19.236,28.505,26.711,0.664,0.88,3.654,26.711,26.711,26.711,0.89,0.89,4.452
20.731,28.605,26.811,0.671,0.877,3.638,26.811,26.811,26.811,0.894,0.894,4.468
20.831,28.704,26.91,0.771,0.87,3.621,26.91,26.91,26.91,0.897,0.897,4.485
20.93,28.804,27.01,0.767,0.884,3.605,27.01,27.01,27.01,0.9,0.9,4.502
23.621,28.904,27.11,0.764,0.983,3.588,27.11,27.11,27.11,0.904,0.904,4.518
23.522,29.103,27.209,0.761,0.98,3.571,27.209,27.209,27.209,0.907,0.907,4.535
23.422,29.203,27.309,0.757,0.977,3.555,27.309,27.309,27.309,0.91,0.91,4.551
23.322,29.302,27.409,0.754,0.973,3.538,27.409,27.409,27.409,0.914,0.914,4.568
23.223,29.402,27.508,0.748,0.97,3.671,27.508,27.508,27.508,0.917,0.917,4.585
23.123,29.502,27.608,0.744,0.967,3.854,27.608,27.608,27.608,0.92,0.92,4.601
23.023,29.601,27.708,0.741,0.963,3.87,27.708,27.708,27.708,0.924,0.924,4.618
22.924,29.701,27.807,0.738,0.96,3.887,27.807,27.807,27.807,0.927,0.927,4.635
22.824,29.003,27.907,0.734,0.957,4.203,27.907,27.907,27.907,0.93,0.93,4.651
22.724,28.206,28.007,0.731,0.953,4.186,28.007,28.007,28.007,0.934,0.934,4.668
22.625,27.907,28.106,0.728,0.95,4.169,28.106,28.106,28.106,0.937,0.937,4.684
22.525,28.007,28.206,0.724,0.947,4.153,28.206,28.206,28.206,0.94,0.94,4.701
29.801,29.801,28.306,0.721,0.944,4.136,28.306,28.306,28.306,0.944,0.944,4.718
22.326,26.512,28.405,0.718,0.937,4.12,28.405,28.405,28.405,0.947,0.947,4.734
22.226,26.611,28.505,0.714,0.934,4.103,28.505,28.505,28.505,0.95,0.95,4.751
22.126,26.711,28.605,0.711,0.93,4.086,28.605,28.605,28.605,0.953,0.953,4.767
