qb,t5,gpt2,mistralprompt,phiprompt,phifinetune,context + qb,context + t5,context + gpt2,context + mistralprompt,context + phiprompt,context + phifinetune
0.43729,0.35158,0.3164,0.12129,0.41156,0.38121,0.21482,0.35717,0.31818,0.13093,0.38527,0.38142
0.43733,0.34868,0.31608,0.12161,0.40849,0.37804,0.21482,0.35588,0.31753,0.13083,0.38107,0.37852
0.43725,0.34571,0.3159,0.1217,0.40551,0.37545,0.21482,0.35448,0.3168,0.13087,0.38075,0.37547
0.4373,0.342,0.31564,0.12182,0.4037,0.37258,0.21482,0.35312,0.3161,0.13087,0.38041,0.37281
0.43729,0.33823,0.31533,0.1219,0.40146,0.36994,0.21482,0.35135,0.31514,0.13096,0.38173,0.36996
0.43745,0.33371,0.3151,0.12199,0.40021,0.36647,0.21482,0.34994,0.31433,0.13101,0.38239,0.36711
0.43747,0.33008,0.31498,0.122,0.39834,0.36376,0.21482,0.34848,0.31368,0.13109,0.3829,0.36429
0.43746,0.32603,0.31463,0.12223,0.39678,0.36137,0.21482,0.34658,0.31285,0.13114,0.38272,0.36183
0.4375,0.322,0.31443,0.1228,0.39457,0.35893,0.21482,0.34467,0.3119,0.1313,0.38365,0.35912
0.43684,0.31767,0.31425,0.12277,0.39311,0.35657,0.21482,0.34277,0.31084,0.13143,0.38377,0.35681
0.43696,0.31384,0.31393,0.12279,0.39195,0.35381,0.21482,0.34131,0.30997,0.13162,0.38456,0.35352
0.43715,0.31002,0.31368,0.12248,0.39092,0.35123,0.21482,0.33939,0.30897,0.13168,0.38557,0.35133
0.43724,0.30606,0.31351,0.12251,0.3897,0.34914,0.21482,0.33784,0.30805,0.13182,0.38645,0.34932
0.43739,0.30213,0.31327,0.12242,0.38905,0.34706,0.21482,0.33615,0.30698,0.13197,0.38658,0.34712
0.4373,0.29839,0.31304,0.12235,0.38857,0.34463,0.21482,0.33451,0.30591,0.13211,0.3866,0.34522
0.43787,0.29507,0.3128,0.12231,0.38835,0.34272,0.21482,0.33276,0.30509,0.13227,0.38744,0.34241
0.43813,0.29205,0.31255,0.12235,0.38807,0.34099,0.21482,0.3308,0.30417,0.13238,0.38821,0.34045
0.4383,0.28829,0.31235,0.12233,0.38749,0.33915,0.21482,0.32881,0.30323,0.13247,0.38846,0.33892
0.43844,0.28465,0.3122,0.12234,0.38707,0.33733,0.21482,0.32669,0.30218,0.13262,0.38859,0.33726
0.4385,0.28107,0.31202,0.12228,0.38636,0.33532,0.21482,0.32484,0.3012,0.13277,0.38859,0.33548
0.43852,0.2776,0.31189,0.12229,0.38546,0.33365,0.21482,0.32279,0.30026,0.13288,0.38891,0.33405
0.43851,0.27436,0.31173,0.12235,0.38457,0.33207,0.21482,0.32095,0.29933,0.13301,0.3891,0.33263
0.43846,0.27118,0.31153,0.12235,0.38357,0.33051,0.21482,0.31909,0.29844,0.13313,0.39013,0.33141
0.43854,0.26833,0.31136,0.12233,0.38225,0.32907,0.21482,0.31713,0.29752,0.13327,0.39081,0.33009
0.43875,0.26573,0.31105,0.1223,0.38111,0.3272,0.21482,0.31549,0.29638,0.13333,0.39156,0.32908
0.43869,0.26343,0.31091,0.12237,0.38005,0.3259,0.21482,0.31374,0.29548,0.1335,0.39246,0.32773
0.43873,0.26074,0.3107,0.12231,0.37883,0.32468,0.21482,0.31204,0.29448,0.13363,0.39282,0.32668
0.43812,0.25811,0.31047,0.12227,0.37752,0.3234,0.21482,0.31062,0.29364,0.13374,0.39328,0.32576
0.43813,0.25587,0.31026,0.12221,0.37683,0.32229,0.21482,0.30912,0.2927,0.13384,0.39427,0.32489
0.43816,0.25375,0.30997,0.12202,0.37554,0.32114,0.21482,0.3078,0.29172,0.13394,0.39638,0.32399
0.43805,0.25139,0.30972,0.12197,0.37482,0.32004,0.21482,0.30633,0.29073,0.13406,0.3989,0.32299
0.43803,0.24937,0.30941,0.12196,0.37369,0.31878,0.21482,0.30505,0.28977,0.13418,0.40112,0.32228
0.43718,0.24766,0.30911,0.12198,0.37294,0.31769,0.21482,0.30389,0.28887,0.13426,0.40322,0.32149
0.43716,0.24598,0.30928,0.12193,0.37212,0.31666,0.21482,0.30249,0.2879,0.13439,0.40576,0.32077
0.43717,0.24432,0.30897,0.12193,0.37172,0.31572,0.21482,0.30157,0.28703,0.13447,0.40831,0.32003
0.43819,0.24258,0.30856,0.12189,0.37133,0.31483,0.21482,0.30085,0.28612,0.13459,0.41123,0.31931
0.43694,0.24161,0.30825,0.12185,0.37149,0.31406,0.21482,0.2999,0.28546,0.13464,0.41381,0.31878
0.43696,0.24029,0.30784,0.12188,0.37253,0.31325,0.21482,0.29912,0.28457,0.13473,0.4069,0.31824
0.43697,0.23913,0.30749,0.12185,0.37427,0.31246,0.21482,0.29835,0.28387,0.13482,0.4098,0.31775
0.43704,0.23805,0.30706,0.12185,0.37588,0.31172,0.21482,0.29761,0.2831,0.13485,0.41199,0.31725
0.4371,0.23717,0.30675,0.12182,0.37814,0.31105,0.21482,0.29704,0.28237,0.13493,0.41404,0.31668
0.43685,0.23643,0.30628,0.12182,0.38139,0.31042,0.21482,0.2965,0.28162,0.135,0.41584,0.31626
0.43714,0.23578,0.3058,0.12181,0.38593,0.30983,0.21482,0.29598,0.28078,0.13506,0.4176,0.31585
0.43717,0.23518,0.30538,0.12177,0.39216,0.30928,0.21482,0.2956,0.28018,0.13511,0.41855,0.31547
0.43724,0.23478,0.30486,0.12186,0.39835,0.30876,0.21482,0.29549,0.27957,0.13514,0.41868,0.31503
0.43767,0.23455,0.30443,0.12186,0.40423,0.30815,0.21482,0.29519,0.27898,0.13517,0.41906,0.31471
0.43794,0.23427,0.30389,0.12187,0.41165,0.30723,0.21482,0.29493,0.27836,0.13519,0.41812,0.31441
0.43796,0.2342,0.30329,0.12185,0.41887,0.30669,0.21482,0.29472,0.27776,0.13525,0.41798,0.31415
0.43806,0.23417,0.30272,0.12183,0.42646,0.30623,0.21482,0.29466,0.27721,0.13529,0.41631,0.31388
0.43805,0.23415,0.30211,0.12181,0.43306,0.30576,0.21482,0.29461,0.27665,0.13531,0.41594,0.31365
0.43802,0.23421,0.30152,0.12181,0.43998,0.30521,0.21482,0.29461,0.27615,0.13534,0.41546,0.31344
0.43826,0.23436,0.30093,0.12177,0.44419,0.30472,0.21482,0.29458,0.2756,0.13538,0.41496,0.31323
0.43826,0.23468,0.30025,0.12176,0.4468,0.30436,0.21482,0.29453,0.27517,0.13539,0.41371,0.31306
0.43814,0.23508,0.29958,0.12176,0.45047,0.30345,0.21482,0.29462,0.27474,0.13543,0.41314,0.31287
0.43814,0.23538,0.29908,0.12175,0.45494,0.30313,0.21482,0.29458,0.27422,0.13545,0.41118,0.31254
0.43817,0.2357,0.29851,0.12175,0.45524,0.30281,0.21482,0.29466,0.27381,0.13548,0.41064,0.3124
0.4384,0.23613,0.29766,0.12175,0.45551,0.30253,0.21482,0.29466,0.27338,0.1355,0.41,0.31228
0.43848,0.23658,0.2971,0.12175,0.45146,0.30229,0.21482,0.2948,0.27311,0.1355,0.40956,0.31215
0.43842,0.23721,0.29644,0.12174,0.45008,0.30191,0.21482,0.29495,0.27285,0.13551,0.40865,0.31205
0.43856,0.23776,0.29555,0.12174,0.44654,0.30168,0.21482,0.29508,0.27248,0.13552,0.40769,0.31196
0.43851,0.23822,0.29484,0.12174,0.44308,0.3015,0.21482,0.29528,0.27216,0.13553,0.40721,0.31187
0.43847,0.23874,0.29403,0.12175,0.44054,0.30126,0.21482,0.2955,0.27181,0.13553,0.40659,0.31179
0.43839,0.23922,0.29333,0.12176,0.43742,0.30108,0.21482,0.29568,0.27149,0.13554,0.40603,0.31166
0.43839,0.23984,0.29274,0.12176,0.43401,0.30091,0.21482,0.29587,0.27112,0.13552,0.4043,0.31159
0.4384,0.24033,0.29231,0.12177,0.43107,0.30075,0.21482,0.29599,0.27093,0.13552,0.40294,0.31151
0.43846,0.24089,0.29169,0.12177,0.42756,0.30062,0.21482,0.29616,0.27075,0.13552,0.40212,0.31141
0.43845,0.24148,0.29103,0.12176,0.42464,0.30052,0.21482,0.29634,0.27062,0.13553,0.40075,0.31135
0.43845,0.24203,0.29035,0.12178,0.42117,0.30036,0.21482,0.29649,0.27039,0.13556,0.3998,0.3113
0.43858,0.24261,0.28995,0.12178,0.41745,0.30017,0.21482,0.29663,0.27016,0.13556,0.39926,0.31125
0.43856,0.24312,0.28973,0.12178,0.41403,0.30004,0.21482,0.29684,0.27003,0.13557,0.39883,0.31121
0.43882,0.24358,0.28915,0.12178,0.41076,0.29995,0.21482,0.297,0.26997,0.13557,0.39794,0.31118
0.43881,0.24416,0.28856,0.12177,0.4071,0.29987,0.21482,0.29719,0.26985,0.13557,0.39722,0.31116
0.43867,0.24478,0.288,0.12178,0.40405,0.29977,0.21482,0.2973,0.26971,0.13558,0.39604,0.31113
0.43869,0.24538,0.28742,0.12178,0.40115,0.29968,0.21482,0.29744,0.26963,0.13557,0.39323,0.31109
0.43868,0.24587,0.28695,0.12178,0.39859,0.29961,0.21482,0.29755,0.2695,0.13558,0.39253,0.31107
0.43873,0.24632,0.28668,0.12179,0.39579,0.29955,0.21482,0.29772,0.26942,0.13558,0.39119,0.31105
0.43868,0.24685,0.28621,0.12179,0.3929,0.29949,0.21482,0.29785,0.26933,0.13559,0.39018,0.31103
0.43869,0.24736,0.28606,0.12179,0.38973,0.29944,0.21482,0.29796,0.26927,0.13559,0.38904,0.311
0.43872,0.24777,0.28587,0.12179,0.38737,0.29938,0.21482,0.29807,0.26921,0.13559,0.38821,0.31098
0.43893,0.24826,0.28571,0.12179,0.38502,0.29929,0.21482,0.29815,0.26919,0.13559,0.38744,0.31095
0.43898,0.24868,0.2854,0.12179,0.38269,0.29922,0.21482,0.29829,0.26911,0.13559,0.3868,0.31093
0.43897,0.24911,0.28514,0.12178,0.38051,0.29917,0.21482,0.29841,0.26903,0.13559,0.38523,0.31092
0.43897,0.24952,0.28488,0.12178,0.37862,0.29914,0.21482,0.2985,0.26898,0.13548,0.38414,0.31092
0.43897,0.24985,0.2847,0.12178,0.37653,0.29912,0.21482,0.29858,0.26887,0.13548,0.38338,0.3109
0.43899,0.25019,0.28443,0.12178,0.37447,0.29909,0.21482,0.29863,0.26882,0.13548,0.38254,0.31089
0.43905,0.25054,0.28452,0.12178,0.37251,0.29905,0.21482,0.29869,0.26878,0.13548,0.38185,0.31088
0.43911,0.25088,0.28431,0.12178,0.3708,0.29902,0.21482,0.2988,0.2687,0.13548,0.38121,0.31087
0.43921,0.25119,0.2841,0.12178,0.3691,0.29899,0.21482,0.29888,0.26867,0.13548,0.38073,0.31087
0.43922,0.25151,0.28406,0.12178,0.3676,0.29898,0.21482,0.29893,0.26865,0.13548,0.3802,0.31086
0.43924,0.25181,0.28392,0.12178,0.3661,0.29896,0.21482,0.29899,0.26868,0.13548,0.3795,0.31085
0.43928,0.25209,0.28384,0.12178,0.36466,0.29895,0.21482,0.29906,0.26865,0.13548,0.3785,0.31085
0.43928,0.25237,0.28391,0.12179,0.36308,0.29893,0.21482,0.2991,0.26863,0.13548,0.37814,0.31085
0.43928,0.25262,0.28383,0.12179,0.36175,0.29891,0.21482,0.29915,0.26867,0.13548,0.37681,0.31084
0.43928,0.2528,0.28376,0.12179,0.36035,0.2989,0.21482,0.29918,0.26863,0.13548,0.37617,0.31083
0.43931,0.25303,0.28379,0.12179,0.35862,0.29889,0.21482,0.29922,0.26866,0.13548,0.37619,0.31083
0.43932,0.25326,0.28379,0.12179,0.35737,0.29888,0.21482,0.29926,0.26867,0.13548,0.37601,0.31083
0.43932,0.25347,0.28378,0.12179,0.35614,0.29887,0.21482,0.2993,0.26863,0.13548,0.3759,0.31083
0.43933,0.25363,0.28373,0.12179,0.35502,0.29886,0.21482,0.29933,0.26865,0.13548,0.37539,0.31082
0.43935,0.25383,0.28368,0.12179,0.35383,0.29885,0.21482,0.29936,0.26863,0.13548,0.37493,0.31082
0.43935,0.25401,0.28371,0.12179,0.35277,0.29884,0.21482,0.2994,0.26863,0.13548,0.37477,0.31081
0.43935,0.25416,0.28366,0.12179,0.3517,0.29884,0.21482,0.29943,0.26867,0.13548,0.37462,0.31081
0.43935,0.25431,0.28372,0.12179,0.35078,0.29883,0.21482,0.29946,0.26872,0.13548,0.37469,0.31081
0.43935,0.25442,0.28371,0.12179,0.34992,0.29882,0.21482,0.2995,0.2687,0.13548,0.37423,0.31081
0.43935,0.25456,0.28362,0.12179,0.34911,0.2988,0.21482,0.29953,0.26873,0.13548,0.3737,0.31081
0.43935,0.25466,0.2837,0.12179,0.34814,0.2988,0.21482,0.29955,0.26878,0.13548,0.37351,0.31081
0.43936,0.25479,0.28385,0.12179,0.34727,0.29879,0.21482,0.29956,0.26881,0.13548,0.37315,0.31081
0.43936,0.2549,0.28393,0.12179,0.34639,0.29879,0.21482,0.29958,0.26886,0.13548,0.37249,0.31081
0.43936,0.25497,0.28412,0.12179,0.34569,0.29879,0.21482,0.2996,0.26892,0.13548,0.37141,0.31081
0.43937,0.25506,0.28454,0.12179,0.34496,0.29879,0.21482,0.29962,0.26897,0.13548,0.37111,0.3108
0.43937,0.25516,0.28476,0.12179,0.34429,0.29879,0.21482,0.29962,0.26898,0.13548,0.37094,0.3108
0.43936,0.25524,0.28464,0.12179,0.34363,0.29878,0.21482,0.29963,0.26897,0.13548,0.37069,0.3108
0.43936,0.25533,0.28489,0.12179,0.34304,0.29878,0.21482,0.29965,0.269,0.13548,0.37034,0.3108
0.43938,0.25541,0.28524,0.12179,0.34259,0.29878,0.21482,0.29966,0.26904,0.13548,0.37007,0.3108
0.43938,0.25547,0.28551,0.12179,0.34198,0.29878,0.21482,0.29968,0.26908,0.13548,0.3696,0.3108
0.43938,0.25554,0.28583,0.12179,0.34148,0.29878,0.21482,0.29968,0.26913,0.13548,0.36924,0.3108
0.43938,0.25559,0.28609,0.12179,0.34106,0.29877,0.21482,0.29969,0.26918,0.13548,0.36914,0.3108
0.43938,0.25562,0.28646,0.12179,0.34058,0.29877,0.21482,0.29969,0.26925,0.13548,0.3684,0.3108
0.43938,0.25567,0.28681,0.12179,0.34014,0.29877,0.21482,0.2997,0.26928,0.13548,0.3683,0.3108
0.43938,0.25574,0.28697,0.12179,0.33953,0.29877,0.21482,0.2997,0.26934,0.13548,0.3678,0.3108
0.43938,0.25578,0.28712,0.12179,0.33915,0.29877,0.21482,0.2997,0.26938,0.13548,0.36712,0.3108
0.43938,0.25579,0.28735,0.12179,0.33857,0.29876,0.21482,0.29971,0.26941,0.13548,0.36645,0.3108
0.43938,0.25585,0.28755,0.12179,0.33819,0.29876,0.21482,0.29972,0.2694,0.13548,0.36586,0.3108
0.43938,0.25587,0.28777,0.12179,0.33792,0.29876,0.21482,0.29972,0.2694,0.13548,0.36583,0.3108
0.43938,0.25592,0.28795,0.12179,0.33763,0.29875,0.21482,0.29972,0.26943,0.13548,0.36568,0.3108
0.43938,0.25597,0.28805,0.12179,0.33739,0.29875,0.21482,0.29973,0.26948,0.13548,0.36552,0.3108
0.43938,0.256,0.2881,0.12179,0.33716,0.29875,0.21482,0.29973,0.26953,0.13548,0.3653,0.3108
0.43938,0.25603,0.28814,0.12179,0.33693,0.29875,0.21482,0.29973,0.26956,0.13548,0.36408,0.3108
0.43938,0.25606,0.28825,0.12179,0.3367,0.29876,0.21482,0.29973,0.26961,0.13548,0.36406,0.3108
0.43938,0.25608,0.28828,0.12179,0.3365,0.29876,0.21482,0.29974,0.26963,0.13548,0.36412,0.3108
0.43938,0.2561,0.28832,0.12179,0.33631,0.29876,0.21482,0.29974,0.26966,0.13548,0.36385,0.3108
0.43938,0.25613,0.28841,0.12179,0.33613,0.29876,0.21482,0.29974,0.26969,0.13548,0.36394,0.3108
0.43938,0.25615,0.28848,0.12179,0.33598,0.29875,0.21482,0.29974,0.26969,0.13548,0.36399,0.3108
0.43938,0.25617,0.28845,0.12179,0.33579,0.29875,0.21482,0.29975,0.26973,0.13548,0.36379,0.3108
0.43938,0.25619,0.28841,0.12179,0.33565,0.29875,0.21482,0.29975,0.26974,0.13548,0.36383,0.3108
0.43938,0.25621,0.28835,0.12179,0.33549,0.29875,0.21482,0.29975,0.26978,0.13548,0.36371,0.3108
0.43938,0.25622,0.28826,0.12179,0.33534,0.29875,0.21482,0.29976,0.26983,0.13548,0.36357,0.3108
0.43938,0.25622,0.28818,0.12179,0.33519,0.29875,0.21482,0.29975,0.26987,0.13548,0.36345,0.3108
0.43938,0.25623,0.28803,0.12179,0.33507,0.29875,0.21482,0.29976,0.26991,0.13548,0.36351,0.3108
0.43938,0.25624,0.28789,0.12179,0.33496,0.29875,0.21482,0.29976,0.26992,0.13548,0.36338,0.3108
0.43938,0.25625,0.28772,0.12179,0.33478,0.29875,0.21482,0.29976,0.26995,0.13548,0.36346,0.3108
0.43938,0.25626,0.28754,0.12179,0.33469,0.29875,0.21482,0.29976,0.26998,0.13548,0.36359,0.3108
0.43938,0.25627,0.28738,0.12179,0.3346,0.29875,0.21482,0.29976,0.27,0.13548,0.36366,0.3108
0.43938,0.25627,0.2872,0.12179,0.33448,0.29875,0.21482,0.29976,0.27003,0.13548,0.36383,0.3108
0.43938,0.25628,0.28705,0.12179,0.33442,0.29875,0.21482,0.29976,0.27003,0.13548,0.36399,0.3108
0.43938,0.25628,0.2869,0.12179,0.33436,0.29875,0.21482,0.29976,0.27002,0.13548,0.36399,0.3108
0.43938,0.25628,0.28672,0.12179,0.33428,0.29875,0.21482,0.29976,0.27002,0.13548,0.36411,0.3108
0.43938,0.25629,0.28655,0.12179,0.33423,0.29875,0.21482,0.29976,0.27005,0.13548,0.36427,0.3108
0.43938,0.25629,0.28637,0.12179,0.33417,0.29875,0.21482,0.29976,0.27007,0.13548,0.36441,0.3108
0.43938,0.25629,0.28618,0.12179,0.33411,0.29875,0.21482,0.29976,0.27007,0.13548,0.36418,0.3108
0.43938,0.2563,0.286,0.12179,0.33408,0.29875,0.21482,0.29976,0.27007,0.13548,0.36459,0.3108
0.43938,0.2563,0.28581,0.12179,0.33403,0.29875,0.21482,0.29976,0.27006,0.13548,0.36412,0.3108
0.43938,0.25631,0.28566,0.12179,0.33399,0.29875,0.21482,0.29976,0.27007,0.13548,0.36456,0.3108
0.43938,0.25631,0.28549,0.12179,0.33395,0.29875,0.21482,0.29976,0.27007,0.13548,0.36466,0.3108
0.43938,0.25631,0.28534,0.12179,0.33392,0.29875,0.21482,0.29976,0.2701,0.13548,0.36484,0.3108
0.43938,0.25631,0.28516,0.12179,0.33388,0.29875,0.21482,0.29976,0.27012,0.13548,0.36504,0.3108
0.43938,0.25631,0.28502,0.12179,0.33376,0.29875,0.21482,0.29976,0.27012,0.13548,0.36561,0.3108
0.43938,0.25631,0.28487,0.12179,0.33373,0.29875,0.21482,0.29976,0.27014,0.13548,0.36582,0.3108
0.43938,0.25631,0.28468,0.12179,0.33371,0.29875,0.21482,0.29976,0.27016,0.13548,0.36598,0.3108
0.43938,0.25632,0.28455,0.12179,0.33368,0.29875,0.21482,0.29976,0.27017,0.13548,0.36611,0.3108
0.43938,0.25632,0.28444,0.12179,0.33365,0.29875,0.21482,0.29976,0.27018,0.13548,0.36631,0.3108
0.43938,0.25632,0.28429,0.12179,0.33363,0.29875,0.21482,0.29976,0.27019,0.13548,0.3664,0.3108
0.43938,0.25632,0.28415,0.12179,0.33362,0.29875,0.21482,0.29976,0.27021,0.13548,0.36632,0.3108
