qb,t5,gpt2,mistralprompt,phiprompt,phifinetune,context + qb,context + t5,context + gpt2,context + mistralprompt,context + phiprompt,context + phifinetune
0.65408,0.07693,0.20428,0.3894,0.02636,0.30221,0.98181,0.15821,0.18211,0.32631,0.02218,0.39902
0.67181,0.08043,0.20614,0.39583,0.02786,0.31345,0.98181,0.16091,0.1859,0.33363,0.02292,0.40854
0.68666,0.08417,0.20794,0.40152,0.02934,0.32507,0.98183,0.16373,0.18967,0.33954,0.0236,0.41817
0.70018,0.08783,0.20972,0.40707,0.0307,0.34025,0.98183,0.16655,0.19368,0.3455,0.02439,0.42773
0.71279,0.09192,0.21143,0.41293,0.0321,0.35274,0.98183,0.16937,0.1979,0.35135,0.02511,0.43846
0.72353,0.09618,0.2131,0.41792,0.03344,0.36539,0.98183,0.17228,0.20202,0.35665,0.02589,0.44809
0.73271,0.10059,0.21461,0.42275,0.03487,0.37779,0.98183,0.17539,0.20625,0.36208,0.02666,0.45845
0.74116,0.10526,0.21621,0.42722,0.03627,0.38942,0.98183,0.17849,0.21062,0.36712,0.02731,0.46884
0.74841,0.10992,0.21803,0.43227,0.03762,0.40211,0.98183,0.18171,0.21506,0.37213,0.02806,0.47908
0.75463,0.11521,0.21943,0.43671,0.03899,0.41432,0.98183,0.18503,0.21973,0.37688,0.0288,0.48942
0.76048,0.12057,0.22071,0.44087,0.0403,0.42735,0.98184,0.1886,0.22451,0.38094,0.02951,0.49959
0.76587,0.12607,0.22206,0.44555,0.04164,0.43987,0.98184,0.1922,0.22953,0.38542,0.03026,0.51047
0.77076,0.13182,0.22332,0.44937,0.04294,0.45187,0.98184,0.19606,0.23446,0.38955,0.03095,0.52041
0.77457,0.13795,0.22444,0.45334,0.04429,0.46525,0.98184,0.19976,0.23952,0.39307,0.03155,0.53165
0.78083,0.14435,0.22564,0.45718,0.04563,0.47777,0.98184,0.20374,0.24477,0.3967,0.03213,0.54169
0.78392,0.15115,0.2267,0.46068,0.04693,0.49079,0.98184,0.208,0.25028,0.39998,0.0327,0.55188
0.7866,0.1582,0.22779,0.46437,0.04838,0.50331,0.98184,0.2123,0.25573,0.40316,0.03331,0.56177
0.78883,0.16536,0.2288,0.46763,0.04974,0.5149,0.98184,0.21675,0.26125,0.40608,0.03385,0.57161
0.79104,0.17328,0.22975,0.47173,0.05104,0.52626,0.98184,0.22145,0.26701,0.40883,0.03447,0.58172
0.79305,0.18122,0.23065,0.47505,0.05245,0.53825,0.98184,0.22642,0.27305,0.41169,0.03509,0.59143
0.79465,0.18949,0.23163,0.47845,0.05376,0.54941,0.98184,0.23143,0.27928,0.41487,0.03566,0.60169
0.79614,0.19848,0.23253,0.48154,0.05496,0.56172,0.98184,0.23668,0.28561,0.41726,0.03625,0.6118
0.79742,0.20777,0.23338,0.48443,0.0564,0.57347,0.98184,0.24215,0.29184,0.41961,0.03682,0.62198
0.7987,0.21758,0.23424,0.48745,0.0578,0.58468,0.98184,0.24797,0.29844,0.42204,0.03747,0.63142
0.80111,0.22781,0.23497,0.49036,0.05916,0.59584,0.98184,0.2541,0.305,0.4244,0.03807,0.64084
0.80221,0.23844,0.23581,0.49344,0.06045,0.60631,0.98184,0.26045,0.31199,0.42652,0.0386,0.65116
0.80289,0.24918,0.23657,0.49611,0.0616,0.61774,0.98184,0.26718,0.31911,0.42892,0.03913,0.66184
0.80382,0.26095,0.23729,0.49862,0.06287,0.62965,0.98184,0.27405,0.32645,0.43075,0.03977,0.67088
0.80437,0.273,0.238,0.50083,0.06421,0.63993,0.98184,0.28099,0.33398,0.4325,0.04039,0.67954
0.80494,0.28578,0.23869,0.50342,0.0656,0.65029,0.98184,0.2886,0.34152,0.43424,0.04097,0.68827
0.80643,0.29889,0.23935,0.5055,0.06691,0.66031,0.98184,0.29634,0.34965,0.436,0.04154,0.69659
0.80754,0.31243,0.24002,0.50822,0.0683,0.66963,0.98184,0.30463,0.35765,0.43773,0.04209,0.70502
0.80805,0.3262,0.24067,0.51019,0.06959,0.67847,0.98184,0.31305,0.36586,0.43978,0.04265,0.71309
0.8093,0.34079,0.24138,0.51269,0.07088,0.68729,0.98184,0.32172,0.37394,0.44133,0.04321,0.72101
0.80966,0.35604,0.24198,0.51471,0.07223,0.69642,0.98184,0.33048,0.38232,0.44258,0.04377,0.72898
0.80992,0.37149,0.24262,0.51669,0.07346,0.70481,0.98184,0.33966,0.39092,0.4438,0.0443,0.73666
0.81073,0.38709,0.24331,0.51829,0.07482,0.71267,0.98184,0.34921,0.39953,0.44498,0.04491,0.74413
0.81122,0.40334,0.24391,0.51994,0.07602,0.72066,0.98184,0.35881,0.4082,0.44606,0.04542,0.75186
0.81229,0.41988,0.24465,0.52148,0.07737,0.72866,0.98184,0.36887,0.4168,0.4474,0.04597,0.75891
0.81256,0.43674,0.24539,0.52299,0.07867,0.73642,0.98184,0.3793,0.42584,0.44847,0.04649,0.76594
0.81264,0.45363,0.24611,0.52443,0.07995,0.7445,0.98184,0.38983,0.43523,0.44943,0.04705,0.77245
0.813,0.47112,0.24675,0.52583,0.08116,0.75177,0.98184,0.4006,0.4443,0.45031,0.04761,0.77912
0.81326,0.48882,0.2474,0.52736,0.08248,0.75857,0.98184,0.41172,0.45321,0.45152,0.0482,0.78574
0.81394,0.507,0.24815,0.5285,0.08386,0.76533,0.98184,0.42293,0.46253,0.45245,0.0487,0.7926
0.81406,0.52474,0.2488,0.52965,0.08514,0.77186,0.98184,0.43429,0.47207,0.45329,0.04923,0.79849
0.81448,0.54243,0.24957,0.53092,0.0865,0.77856,0.98184,0.44563,0.48114,0.45407,0.04975,0.80424
0.81516,0.56054,0.25042,0.53247,0.08792,0.78491,0.98184,0.4572,0.49067,0.45471,0.05021,0.8098
0.81554,0.57813,0.25123,0.53347,0.08931,0.79075,0.98184,0.46854,0.49987,0.45565,0.05074,0.8154
0.81615,0.59573,0.25208,0.53459,0.09069,0.79621,0.98184,0.47969,0.50911,0.45635,0.05127,0.82073
0.81643,0.61352,0.25296,0.53606,0.09208,0.80152,0.98184,0.49135,0.5185,0.45696,0.05182,0.82591
0.81658,0.63126,0.25393,0.53722,0.09347,0.8068,0.98184,0.5032,0.52794,0.45758,0.05237,0.83106
0.81764,0.64821,0.25488,0.53805,0.09491,0.81332,0.98184,0.5145,0.53709,0.45818,0.05299,0.83561
0.81781,0.66458,0.25599,0.53913,0.09623,0.81793,0.98184,0.52575,0.54605,0.4587,0.05374,0.84015
0.81813,0.68114,0.25716,0.53995,0.09744,0.82257,0.98184,0.53729,0.55554,0.4592,0.05443,0.84439
0.81826,0.69728,0.25838,0.54063,0.09892,0.82696,0.98184,0.54872,0.56431,0.45962,0.0552,0.84872
0.81847,0.71262,0.25973,0.54147,0.10043,0.83122,0.98184,0.55968,0.5732,0.46007,0.05595,0.85318
0.81862,0.7278,0.26112,0.54234,0.1019,0.83577,0.98184,0.57065,0.58191,0.46091,0.05698,0.85715
0.81881,0.74224,0.26259,0.543,0.10344,0.83972,0.98184,0.58157,0.59069,0.46131,0.05797,0.86111
0.81902,0.75628,0.26423,0.54358,0.10527,0.84348,0.98184,0.59233,0.5991,0.46165,0.05924,0.86492
0.81917,0.77005,0.26597,0.54429,0.10721,0.84722,0.98184,0.60282,0.60778,0.46204,0.06028,0.86858
0.81935,0.78299,0.2678,0.54479,0.10942,0.8505,0.98184,0.61317,0.61621,0.46233,0.06137,0.87214
0.81941,0.79536,0.26984,0.54525,0.11135,0.85386,0.98184,0.62356,0.62443,0.46261,0.06256,0.8755
0.81961,0.80724,0.27201,0.54569,0.1136,0.8569,0.98184,0.63336,0.63227,0.46283,0.06394,0.879
0.81974,0.81875,0.27428,0.54616,0.11608,0.85987,0.98184,0.64283,0.6403,0.46303,0.06528,0.88205
0.82004,0.82962,0.2767,0.54668,0.11878,0.86271,0.98184,0.65193,0.64821,0.46324,0.06671,0.88512
0.82011,0.84,0.27917,0.54704,0.12178,0.8653,0.98184,0.66076,0.65591,0.46342,0.06821,0.88787
0.82019,0.84976,0.28201,0.54743,0.12507,0.86775,0.98184,0.66957,0.66343,0.46355,0.0705,0.8904
0.82022,0.85886,0.28502,0.54783,0.12879,0.87022,0.98184,0.67811,0.67103,0.46367,0.07219,0.89298
0.82027,0.8675,0.28823,0.54806,0.13243,0.87247,0.98184,0.68646,0.67822,0.46381,0.07396,0.89545
0.8204,0.87574,0.29163,0.5484,0.13645,0.87452,0.98184,0.69432,0.68526,0.46391,0.07566,0.89768
0.82047,0.88357,0.29525,0.54864,0.14149,0.87677,0.98184,0.70207,0.69225,0.46402,0.07782,0.89976
0.82052,0.89084,0.29926,0.54895,0.14631,0.87885,0.98184,0.70958,0.69909,0.46411,0.07959,0.9018
0.82055,0.89745,0.30351,0.5492,0.15184,0.88069,0.98184,0.71697,0.70575,0.46417,0.08173,0.90379
0.82061,0.90394,0.30792,0.54945,0.15723,0.88263,0.98184,0.72393,0.71246,0.46425,0.08353,0.90581
0.8207,0.90991,0.31251,0.54965,0.16378,0.88431,0.98184,0.73081,0.71862,0.46433,0.08589,0.90756
0.82073,0.91553,0.31743,0.5498,0.17022,0.88586,0.98184,0.73728,0.72479,0.46439,0.08792,0.90973
0.82085,0.92075,0.3224,0.54996,0.17664,0.88755,0.98184,0.74334,0.7308,0.46443,0.09002,0.9113
0.82088,0.92569,0.32757,0.55006,0.18439,0.88896,0.98184,0.74955,0.73678,0.46447,0.09208,0.91274
0.82092,0.93026,0.33288,0.55016,0.19336,0.89028,0.98184,0.75529,0.74262,0.46451,0.09416,0.91416
0.82095,0.93471,0.33855,0.55027,0.20212,0.89159,0.98184,0.76097,0.74852,0.46454,0.09639,0.91543
0.82104,0.93885,0.34447,0.55043,0.20986,0.89276,0.98184,0.76637,0.75431,0.46456,0.09855,0.91667
0.82105,0.94267,0.3507,0.55057,0.21684,0.89374,0.98184,0.77163,0.75979,0.46459,0.1007,0.91825
0.82107,0.9462,0.35695,0.55063,0.2249,0.89474,0.98184,0.7767,0.76516,0.46463,0.10308,0.91931
0.82109,0.94934,0.36358,0.55071,0.23233,0.89582,0.98184,0.7818,0.77057,0.46465,0.10554,0.92051
0.82111,0.95252,0.37036,0.55082,0.24025,0.89677,0.98184,0.78653,0.77572,0.46467,0.10781,0.9216
0.82112,0.95538,0.37729,0.55086,0.24785,0.89764,0.98184,0.79121,0.78082,0.46469,0.11017,0.92261
0.82114,0.95801,0.3847,0.55093,0.25517,0.8987,0.98184,0.79581,0.78586,0.46471,0.11274,0.92357
0.82116,0.96041,0.3923,0.55096,0.26245,0.89938,0.98184,0.80016,0.79078,0.46472,0.11518,0.92465
0.82117,0.96271,0.39992,0.55099,0.26985,0.90009,0.98184,0.80452,0.79555,0.46472,0.11747,0.92532
0.82118,0.96488,0.40769,0.55103,0.27684,0.90079,0.98184,0.80875,0.80041,0.46474,0.11978,0.92611
0.8212,0.96707,0.41585,0.55106,0.28377,0.90139,0.98184,0.81271,0.80526,0.46475,0.12194,0.92675
0.82121,0.96908,0.42406,0.55109,0.29132,0.90192,0.98184,0.81646,0.80993,0.46475,0.12448,0.92737
0.82121,0.97096,0.43236,0.55118,0.29819,0.90237,0.98184,0.82034,0.81455,0.46475,0.12698,0.92796
0.82123,0.97271,0.44059,0.55119,0.3048,0.9029,0.98184,0.82425,0.81897,0.46476,0.12915,0.92848
0.82124,0.97434,0.44903,0.55124,0.31129,0.9033,0.98184,0.82796,0.82329,0.46476,0.13129,0.92908
0.82126,0.97578,0.45716,0.55126,0.3178,0.90368,0.98184,0.83161,0.82769,0.46477,0.1336,0.92955
0.82127,0.9772,0.46574,0.55127,0.32462,0.90401,0.98184,0.83516,0.83173,0.46478,0.13571,0.92993
0.82131,0.97857,0.47469,0.55129,0.33116,0.90444,0.98184,0.83871,0.8357,0.46478,0.13788,0.93029
0.82134,0.97988,0.48333,0.55129,0.33726,0.90477,0.98184,0.84229,0.83986,0.46478,0.13991,0.93073
0.82135,0.98109,0.49223,0.55132,0.34339,0.90513,0.98184,0.84594,0.84381,0.46478,0.14195,0.93113
0.82136,0.98212,0.50113,0.55134,0.3494,0.90539,0.98184,0.84964,0.84777,0.46478,0.14429,0.93138
0.82137,0.98307,0.51019,0.55134,0.35504,0.90565,0.98184,0.85305,0.85161,0.46478,0.14671,0.93175
0.82139,0.98406,0.51916,0.55135,0.36067,0.90588,0.98184,0.85636,0.85536,0.46478,0.14872,0.93203
0.82141,0.98491,0.52803,0.55135,0.36615,0.9061,0.98184,0.85953,0.85901,0.46478,0.1505,0.93229
0.82141,0.98573,0.53699,0.55138,0.37121,0.90632,0.98184,0.8629,0.86269,0.46478,0.1523,0.93249
0.82141,0.98642,0.54581,0.55138,0.37656,0.90644,0.98184,0.86622,0.86613,0.46478,0.15566,0.93281
0.82141,0.98712,0.55455,0.55138,0.38135,0.90662,0.98184,0.8695,0.86958,0.46478,0.15728,0.93315
0.82141,0.98782,0.56325,0.55139,0.38609,0.90687,0.98184,0.87282,0.8729,0.46479,0.15887,0.9333
0.82142,0.98846,0.57174,0.55139,0.39051,0.90703,0.98184,0.87611,0.87617,0.46479,0.16045,0.93346
0.82144,0.98914,0.58041,0.5514,0.39484,0.90719,0.98184,0.8793,0.87944,0.46479,0.16196,0.93356
0.82144,0.98971,0.58879,0.5514,0.39924,0.90731,0.98184,0.88246,0.88257,0.46479,0.16367,0.93369
0.82144,0.99033,0.59745,0.5514,0.4034,0.90742,0.98184,0.88573,0.88573,0.46479,0.16509,0.93383
0.82144,0.99083,0.60563,0.55141,0.40763,0.90752,0.98184,0.88891,0.88868,0.46479,0.16667,0.93395
0.82144,0.99135,0.61417,0.55141,0.41137,0.90762,0.98184,0.89217,0.89169,0.46479,0.16817,0.93406
0.82144,0.99184,0.62256,0.55141,0.41561,0.90771,0.98184,0.89531,0.89452,0.46479,0.16954,0.93413
0.82144,0.99231,0.63102,0.55141,0.41918,0.9078,0.98184,0.89842,0.89729,0.46479,0.17099,0.93419
0.82144,0.99271,0.63921,0.55141,0.42265,0.90788,0.98184,0.90149,0.90003,0.46479,0.17235,0.9344
0.82144,0.99315,0.64713,0.55142,0.42603,0.90805,0.98184,0.90442,0.90267,0.46479,0.17418,0.93449
0.82144,0.99352,0.65512,0.55142,0.42929,0.9081,0.98184,0.90722,0.9053,0.46479,0.1758,0.93455
0.82144,0.99389,0.66324,0.55142,0.43246,0.90816,0.98184,0.91016,0.90786,0.46479,0.17703,0.9346
0.82144,0.99428,0.67114,0.55142,0.43552,0.90821,0.98184,0.91295,0.91023,0.46479,0.17841,0.93466
0.82144,0.99461,0.67896,0.55142,0.43834,0.90825,0.98184,0.91583,0.91268,0.46479,0.17975,0.93471
0.82144,0.99489,0.68659,0.55142,0.44095,0.90829,0.98184,0.91869,0.91505,0.46479,0.18102,0.93476
0.82144,0.99518,0.69389,0.55142,0.44351,0.90833,0.98184,0.92156,0.91731,0.46479,0.18241,0.93479
0.82144,0.99547,0.70127,0.55142,0.44601,0.90837,0.98184,0.92446,0.91966,0.46479,0.18375,0.93483
0.82144,0.99572,0.7086,0.55142,0.4485,0.9084,0.98184,0.92729,0.92186,0.46479,0.18497,0.93484
0.82144,0.99599,0.71589,0.55142,0.45078,0.90841,0.98184,0.93008,0.924,0.46479,0.18618,0.93488
0.82144,0.99621,0.72316,0.55142,0.45302,0.90844,0.98184,0.93288,0.92601,0.46479,0.1874,0.93492
0.82144,0.99645,0.73006,0.55142,0.45524,0.90845,0.98184,0.93552,0.92805,0.46479,0.18852,0.93494
0.82144,0.99665,0.73695,0.55142,0.45729,0.90847,0.98184,0.93821,0.92996,0.46479,0.18965,0.93497
0.82144,0.99688,0.74375,0.55142,0.45908,0.90849,0.98184,0.94073,0.93182,0.46479,0.19083,0.935
0.82144,0.9971,0.75025,0.55142,0.46089,0.90851,0.98184,0.94324,0.93359,0.46479,0.19196,0.93502
0.82144,0.99725,0.75689,0.55142,0.46256,0.90852,0.98184,0.94579,0.93537,0.46479,0.19301,0.93505
0.82144,0.99742,0.76326,0.55142,0.46442,0.90854,0.98184,0.9481,0.937,0.46479,0.19407,0.93507
0.82144,0.99757,0.76942,0.55142,0.46599,0.90855,0.98184,0.95048,0.93858,0.46479,0.19514,0.93508
0.82144,0.99772,0.77535,0.55142,0.4674,0.90856,0.98184,0.95288,0.94004,0.46479,0.19624,0.93512
0.82144,0.99789,0.78118,0.55142,0.46893,0.90859,0.98184,0.95514,0.94157,0.46479,0.1972,0.93513
0.82144,0.99802,0.7869,0.55142,0.47022,0.9086,0.98184,0.95733,0.94296,0.46479,0.19806,0.93514
0.82144,0.99811,0.79277,0.55142,0.47166,0.90861,0.98184,0.95951,0.94429,0.46479,0.19916,0.93515
0.82144,0.99819,0.79808,0.55142,0.47286,0.90861,0.98184,0.96147,0.94567,0.46479,0.2,0.93516
0.82144,0.99833,0.80357,0.55142,0.47395,0.90862,0.98184,0.96336,0.94697,0.46479,0.20086,0.93516
0.82144,0.99844,0.80885,0.55142,0.47522,0.90862,0.98184,0.96515,0.94833,0.46479,0.20168,0.93517
0.82144,0.99856,0.81412,0.55142,0.47624,0.90862,0.98184,0.967,0.94955,0.46479,0.20282,0.93518
0.82144,0.99865,0.81887,0.55142,0.47724,0.90863,0.98184,0.9687,0.95075,0.46479,0.20369,0.93519
0.82144,0.99871,0.82356,0.55142,0.47817,0.90865,0.98184,0.97036,0.95178,0.46479,0.20453,0.9352
0.82144,0.99878,0.82808,0.55142,0.47912,0.90865,0.98184,0.9719,0.95282,0.46479,0.20527,0.93521
0.82144,0.99884,0.83235,0.55142,0.48001,0.90866,0.98184,0.97345,0.95387,0.46479,0.20596,0.93521
0.82144,0.99894,0.83655,0.55142,0.48075,0.90866,0.98184,0.97488,0.95484,0.46479,0.20665,0.93522
0.82144,0.99901,0.84057,0.55142,0.48158,0.90867,0.98184,0.97638,0.95572,0.46479,0.20752,0.93523
0.82144,0.99907,0.84465,0.55142,0.48229,0.90869,0.98184,0.97787,0.95655,0.46479,0.2082,0.93523
0.82144,0.99913,0.84879,0.55142,0.48295,0.9087,0.98184,0.97928,0.95729,0.46479,0.20896,0.93525
0.82144,0.99918,0.8527,0.55142,0.48363,0.9087,0.98184,0.98065,0.95807,0.46479,0.20968,0.93525
0.82144,0.99924,0.85649,0.55142,0.48422,0.90872,0.98184,0.98189,0.95875,0.46479,0.21033,0.93525
0.82144,0.99929,0.86025,0.55142,0.48485,0.90872,0.98184,0.98313,0.9594,0.46479,0.2109,0.93525
0.82144,0.99934,0.86367,0.55142,0.48552,0.90873,0.98184,0.9843,0.96015,0.46479,0.21155,0.93525
0.82144,0.9994,0.86709,0.55142,0.48617,0.90873,0.98184,0.98533,0.96075,0.46479,0.21214,0.93526
0.82144,0.99942,0.87053,0.55142,0.48671,0.90873,0.98184,0.98637,0.96138,0.46479,0.21268,0.93527
0.82144,0.99946,0.87382,0.55142,0.48717,0.90875,0.98184,0.98746,0.96192,0.46479,0.21327,0.93527
0.82144,0.99949,0.87705,0.55142,0.48761,0.90876,0.98184,0.98842,0.96248,0.46479,0.21385,0.93527
0.82144,0.99952,0.88022,0.55142,0.48816,0.90876,0.98184,0.98933,0.96298,0.46479,0.21438,0.93527
0.82144,0.99956,0.88333,0.55142,0.48857,0.90876,0.98184,0.99022,0.96346,0.46479,0.21484,0.93528
0.82144,0.9996,0.88625,0.55142,0.48906,0.90876,0.98184,0.99103,0.96392,0.46479,0.21537,0.93528
0.82144,0.99962,0.88911,0.55142,0.4894,0.90876,0.98184,0.99179,0.96441,0.46479,0.21589,0.93528
0.82144,0.99965,0.89194,0.55142,0.4897,0.90876,0.98184,0.99242,0.96486,0.46479,0.21632,0.93528
0.82144,0.99966,0.89465,0.55142,0.48997,0.90876,0.98184,0.99295,0.9652,0.46479,0.21678,0.93528
0.82144,0.99967,0.89731,0.55142,0.49021,0.90878,0.98184,0.99349,0.96555,0.46479,0.21741,0.93528
0.82144,0.99969,0.89985,0.55142,0.49048,0.90879,0.98184,0.99398,0.96586,0.46479,0.21793,0.93528
0.82144,0.9997,0.90244,0.55142,0.49074,0.90879,0.98184,0.99451,0.96616,0.46479,0.21837,0.93528
0.82144,0.99972,0.90501,0.55142,0.49097,0.90879,0.98184,0.99498,0.96644,0.46479,0.21876,0.93528
0.82144,0.99973,0.90736,0.55142,0.49123,0.90879,0.98184,0.99538,0.96673,0.46479,0.21915,0.93528
0.82144,0.99974,0.90979,0.55142,0.49143,0.90879,0.98184,0.99576,0.96699,0.46479,0.21959,0.93528
0.82144,0.99975,0.91202,0.55142,0.49163,0.90879,0.98184,0.99615,0.96723,0.46479,0.21995,0.93528
0.82144,0.99977,0.91428,0.55142,0.49184,0.90879,0.98184,0.99653,0.96751,0.46479,0.22033,0.93528
0.82144,0.99978,0.9164,0.55142,0.49203,0.90879,0.98184,0.99689,0.96772,0.46479,0.2207,0.93528
0.82144,0.99979,0.91857,0.55142,0.49222,0.90879,0.98184,0.99717,0.96793,0.46479,0.22102,0.93528
0.82144,0.9998,0.92059,0.55142,0.49244,0.90879,0.98184,0.99748,0.96813,0.46479,0.22197,0.93528
0.82144,0.9998,0.92247,0.55142,0.49258,0.90879,0.98184,0.99773,0.96829,0.46479,0.22231,0.93528
0.82144,0.99981,0.92438,0.55142,0.49274,0.90879,0.98184,0.99793,0.96842,0.46479,0.22259,0.93528
0.82144,0.99981,0.92634,0.55142,0.49288,0.90879,0.98184,0.99816,0.96859,0.46479,0.22292,0.93528
0.82144,0.99981,0.92814,0.55142,0.49302,0.90879,0.98184,0.99843,0.96872,0.46479,0.22324,0.93528
0.82144,0.99981,0.92995,0.55142,0.49315,0.90879,0.98184,0.9986,0.96885,0.46479,0.22356,0.93528
0.82144,0.99981,0.93167,0.55142,0.49326,0.90879,0.98184,0.99873,0.96899,0.46479,0.22385,0.93528
